time_stamp;1_2;2_3;3_4;4_5;5_6;6_7;7_8;8_9;9_10;10_11;11_12;12_13;13_14;14_15;15_16;16_17;17_18;18_19;19_20;20_21;21_22;22_23;23_24;24_25;25_26;26_27;27_28;28_29;29_30;30_31;31_32;32_33;33_34;34_35;35_36;36_37;37_38;38_39;39_40;40_41;41_42;42_43;43_44;44_45;45_46;46_47;47_4739;4739_48;48_49;49_50;50_51;51_52;52_53;53_54;54_55;55_56;56_57;57_58;58_59;59_60;60_61;61_62;62_63;63_64;64_65;65_66;66_67;67_68;68_69;69_696;696_70;70_71;71_72;72_73;73_74;74_75;75_76;76_77;77_78;78_79;79_80;80_81;81_82;82_83;83_84;84_85;85_86;86_87;87_88;88_89;89_90;90_91;91_92;92_93;93_94;94_95;95_96;96_97;97_98;98_99;99_100;100_101;101_102;102_103;103_104;104_105;105_106;106_107;107_108
201601010000;38.165813110091804;38.46799463950736;39.74306604266886;38.4684804025313;41.97664790560054;43.22665483012063;43.22755153159698;40.511906040715665;41.95673313283842;42.06549088588368;43.34274679839754;52.273230608683775;54.01229649295544;55.825044947655535;54.013708397129136;61.135199203308204;63.190910626947755;75.78332107747745;75.78506973317121;78.20225818649963;78.29960844782676;75.97952034556506;55.693684751644184;54.03409881889888;52.526854426115094;64.74651278035718;66.4514015254247;68.42114519823862;70.5727920618126;55.78948575627509;57.63087782983794;57.632961741984474;59.797698277803384;57.739890170692284;55.9025306222085;52.63526450288509;52.63665111945377;73.9611240078748;74.05964413656213;77.7880489344778;77.88216102322733;80.00000000000004;49.99526269085215;49.99567068531985;49.99581835563643;50.10319601150111;48.578653677038375;48.46889799478292;40.24954025926852;39.15192172723583;39.15224313728463;39.15238151977775;53.759497766169815;53.7564634462214;55.16441572746768;55.17008003390591;55.273046719036806;56.04360426850207;47.324698622535934;48.81195858959082;44.13126891904452;40.37867394098736;39.113466226015014;39.22112039125345;40.486095023610034;39.22112237144176;48.36670808015598;47.088602339616166;48.47172578481007;49.87313379391107;48.54319222903653;70.23648082935017;61.88258419576089;60.38119813273428;60.36537417512493;58.545640952937845;58.64501038460829;58.641999452340144;57.05516850808384;35.59125843202769;35.59130132324813;35.59121358562412;35.705255795015326;35.70527870411507;54.36993325755766;54.366758852681826;52.70085999648981;51.94344993624428;51.94113876697064;59.30272394674551;59.298801860162406;59.29564101506349;57.144990644170456;57.13888488292025;55.15364980789573;54.20999682856479;52.396110312767334;50.71478582804184;50.710872841676014;50.821689462237515;37.86651356264671;37.86634394145167;39.34032121646358;37.97769430550252;29.808568740909642;28.87784364707341;30.07486089737483;29.8659310823153;29.97769592808864
201601010100;48.33656643569614;55.47300591023502;55.47342044388571;55.474702695234875;64.93912887056696;74.39178449392034;74.39501159477867;70.07264437002087;75.56317615563955;75.66444430284773;75.66571111677463;79.79861105068403;79.89931547423072;80.0;80.0;63.41058692512135;63.41087868772658;59.59072921594276;59.590326843376225;64.63392336835909;64.63378060365054;59.79932584637289;62.50851555345935;59.13536329671138;56.30367793509321;51.33898765649141;51.44571917588151;54.21342397675249;54.2133656306439;56.584040724333995;56.688659614561345;56.68744216288268;54.47132663887004;51.808384162967144;49.53919711010177;47.468077755818804;45.74526784344598;44.56564207941287;46.358650060585475;48.28182235622973;48.38812583340023;48.38750551059988;44.65038584395965;44.650391974720705;44.65039419495485;44.7577943865278;44.757809603869546;42.85200584741771;42.87231251306707;41.299446657732844;41.29941809561563;41.40703147044658;45.039826982431805;45.03894237625438;45.03725345640728;45.14623028982258;46.83525873148572;45.79520608837199;43.68419642806557;43.68384717597538;43.71712466855854;42.275456929890524;42.2755813608979;42.27586361561676;42.38369340880162;40.97311358372002;42.21238565144968;42.21149090327852;42.21144236350524;43.65279907687962;42.30275462158191;51.32018108100187;50.82518547601232;49.42845503969802;49.420524672508584;48.51291532348036;48.51013692373622;48.508641428492034;47.24773336469129;37.01655190909915;37.01651508062887;37.016590425299306;37.13063032349462;37.13061065261028;46.407241233633;45.19416470857767;45.19314515221369;44.49433153115588;44.4932807083197;49.490217880863256;49.372671443799106;49.370572646825146;49.369695884506356;47.400578350412154;47.399103193509475;44.545557519795985;42.93866758945488;42.93745021818412;41.46145211728852;41.45924659959715;33.75084821893885;33.750747976140765;33.75019262532313;33.74898621520601;28.52543926954176;28.52542418047638;30.894261468444817;31.661147349310664;31.65994112730807
201601010200;80.0;57.62204079680061;57.62182864681402;57.62117262421186;56.694761479234536;57.12956439187908;57.12918476271992;54.07214924564017;51.13752460722636;53.62466270046694;53.62459941231933;54.44672242499606;57.51389659901018;57.513902461116714;57.5141863281226;56.65801204312176;56.65803220970635;56.98209549802911;56.982191081111395;57.08951927474606;57.08955177067915;57.089461702172336;54.30343962340511;51.80828712782752;51.808251836987544;52.16268609839482;52.16280281607423;52.27062993392073;54.88629217262417;54.6241473739011;54.623838738242085;54.62323584091788;54.118879929425184;54.11865753004094;51.89934199352076;49.8475935000068;48.12673602049007;48.30377938755906;50.13790835080329;50.13756137044697;50.24539066672018;50.24488526035088;47.99983612597655;46.34095528915555;46.34094026005077;46.44953123795248;46.340780466745244;46.34106185203955;44.85978004807386;44.85980180945216;43.52653656724138;43.52650450126481;46.589728830596265;46.588894184996256;46.5873006788677;46.588830912961946;46.58807094234917;45.58699534322009;43.92214169306397;45.25691687735639;43.94174792465578;45.14127580709092;43.90033773590213;43.90076370108488;44.00987880063141;44.00947414957701;43.11552838903925;41.28797020483734;43.11468576266223;43.23134691503327;43.21662765731327;51.65611435916292;48.615141699815716;48.620667202417394;46.68695531739298;45.51757802223203;45.51523282360364;45.63072494764269;43.913452365266124;36.85360642600971;36.853528694043625;36.85368771521298;36.85359780057971;36.96870283250324;42.240954324726985;42.239701994538265;42.238861290657475;40.17578015826115;40.17494797505152;44.545039434951974;44.54341602542289;43.02974839255392;43.029219726649345;41.6312893125104;41.630398422420285;41.24696726232152;39.96606631408433;38.77725283337747;38.775683639654154;38.7739676156999;32.81533006277194;32.81525546314313;32.81484218088689;32.81394441483226;30.301554592232293;29.484623255750513;34.51245450337517;34.51169419453671;34.50994752740692
201601010300;45.460464655101575;45.14122164031341;45.14155319692711;45.142578787892504;52.91706367839504;63.1604167324595;63.16361893893515;58.663779056402106;64.15218238028638;64.15571490252835;66.32233694701692;71.65654545216972;74.14953661479076;76.9640916670751;74.14688469038715;75.2446596484846;78.16490231722642;66.32548094328553;66.32419260926693;69.50497915372031;69.50453302719913;66.42715296631015;79.89935443423202;79.89935443423202;78.35303276640717;76.11622629928749;76.21496484602955;78.59278022967973;80.0;68.56043976165773;71.11402457225606;71.01687994014632;71.45360422820758;71.55221064482656;68.99339491441428;64.72263917624181;62.92960903137335;53.01557486626542;54.73680549288237;56.52902664903995;58.63925797182138;58.637266214251355;45.723475081044015;44.05588934915576;44.0559588524672;44.056222778874776;44.05669810072733;44.055396666136986;39.96527730384693;38.60928006186874;37.48563073983816;37.485682416218275;46.12492403913589;46.123504908145335;46.12079538929183;46.12339732633417;47.57271913492937;42.73265741311827;41.74229422655679;41.74187851526762;41.18576727674565;42.53779862462309;41.00384067697766;41.11185719559602;42.53879322890342;41.11185154297484;39.21356295158051;39.21290443320178;40.377796215797964;41.77859923490652;40.47314845936552;47.59159995511628;43.52884082249868;43.532717070774765;42.26239511559449;42.08280938501547;43.23190273368635;43.2309203270211;42.079071016204246;35.72332051189668;35.609286818412166;35.72342289455847;37.35986554191185;37.359810916400384;41.89229231509022;40.77455263253899;40.773889475756235;40.66531421543425;38.91163035579012;42.35069037477995;42.34933205717197;40.614485627758384;40.61404551295043;40.61195958170252;39.03714317930052;39.36252629264282;37.80018162941172;36.47419290862673;36.47281419275088;36.471306464739726;31.226307813362947;31.226242689438823;32.47347796311746;31.338020308567806;28.98730459265727;28.069101616886588;32.99076480109017;33.245895864272974;33.24414639430834
201601010400;80.0;69.72468475826976;71.67991631015242;69.71806124529041;54.23969810478908;56.29785138973565;54.640232992770756;53.024272293153196;50.63081346014065;50.62959475181202;50.7381327415268;47.159751115224516;48.735756945464615;48.73574992689081;47.15917308802419;46.365535123060376;47.920096582812874;47.31309239390738;47.31307629888428;49.00973538803748;47.4222438744137;45.993391646164355;47.2573921000985;45.926926751925556;43.89823313176376;41.33068155504869;43.219041097515884;45.24639174505344;45.35560146986906;45.36005432228414;45.477357433864675;45.47681106534919;47.37839539074435;47.378167042006645;43.50196760463831;41.48259103279077;39.8606138772271;39.221427957583906;40.93412068317742;42.69077570084092;42.80747854250762;44.75056148699291;41.165998533351235;41.04911347022539;41.0490950858992;41.165859519607466;41.04889960653975;39.35888477065713;39.53947985886126;37.88143756576103;37.881317909546105;37.8812664000975;39.59512333983136;39.594492774399036;39.593288937028575;41.201054174971404;41.20045696544188;42.96822231574072;41.19390216327122;41.19364582870011;41.167971391992054;42.361664319625575;40.622556503121224;40.62297735581527;40.74008306079475;40.73968317353424;40.04051468282308;38.56083240571177;40.03971006587057;41.660042601003205;41.64542700952736;50.06746055324868;47.248291313364476;47.25383755830168;47.24661466658618;47.67826354138348;47.675473943251404;47.673972431672546;47.672413858169485;37.987477999237186;37.9874163793256;38.10367884738962;38.10360755084157;39.64546034296786;47.414543625226344;47.41293981674275;47.41186315917006;47.292512398696644;47.2913295283058;53.48034254331584;53.478044055171125;51.43073305437937;51.429984920425106;51.42643914704589;51.30698708365826;49.42785879017748;49.42617378321106;47.69740031736367;47.69503579651478;47.69245003553678;38.55791382534007;38.55779754630952;40.08695796810845;38.672065824780525;33.737376053205196;33.73735266769979;38.22860291777869;38.34410786762308;38.342436878803284
201601010500;50.46110080390424;48.47735131775334;48.47694924195527;48.47570581008766;44.50943225820043;44.36764129133321;44.36739201125669;42.442628565575845;40.58540712582589;42.16500018643824;42.16496581353825;44.81655249946418;46.945283100581165;49.45419613179028;46.9455506101079;49.388240822304;51.9943222740552;55.38371033270339;55.384225088175555;58.749959712905245;58.645503583957186;58.645000590679935;50.503361566499564;47.94941122237073;45.78030646631427;51.89611796433736;54.279819289821816;57.17663248725036;60.506365841382085;52.59290342497087;52.59326442146192;55.75245930590695;60.03422699860912;60.0346930776297;56.61701355942096;51.36484448167741;49.3088579121856;64.50700288171748;66.9263784977871;69.67724042218127;72.94424411960738;72.94684517816553;70.73404693847841;67.60301105356417;67.60331912036791;67.60448893714377;67.60659568717655;67.60082724567239;53.22768499019351;51.010626037921995;51.011361742788864;51.011678496098995;79.69780813855868;79.79855874030699;79.79855874030699;79.79855874030699;79.79855874030699;79.79855874030699;64.53618872071958;67.60210432742105;63.482086944405296;52.25069128632766;49.625793676517276;49.73175756164199;52.35503654968755;49.73176815318787;77.57581766633899;74.93276583123459;79.89928935458896;80.0;80.0;64.55469922883044;64.41041258828574;64.39918069639894;62.044981822050765;62.90632257390015;65.29708686230359;65.30010905231181;60.79950237376327;45.54642953995432;45.546685015444474;45.546162398997765;45.54645788728045;47.395807686222916;70.61363873621552;68.15093709380672;68.1537669284374;70.20311289815028;67.97828688286882;54.643996874433824;54.64617355954432;52.87677138702189;52.877488046794376;52.77476437438185;51.18214593885642;52.28446483694968;50.81918899062434;49.48210102263987;49.484530486673215;49.48718811347718;71.96524387243845;70.33292740543237;73.72725904354427;71.95444353077451;41.24742772128766;39.4176758662479;34.12926288349516;34.18101098879288;34.18137494089415
201601010600;45.31765854935771;49.52335874483178;49.416873720902764;49.41790316496055;57.25831510198561;56.25876479893236;56.260441621264185;53.614510011758505;54.24796338834799;54.249827007372886;56.44661952195449;77.24004714526053;77.2419646825138;77.24201918911594;77.1476403563067;80.0;80.0;69.19417919190883;72.25687557441414;72.25719629852829;72.25671083342775;68.99229087677197;79.69772921445045;79.59693215599117;78.20988068863396;75.90213143149113;75.90343987057922;78.46428303586578;78.46404977289532;72.54020778590117;72.54173771094077;72.44560154746603;79.39527773215893;79.29442032943639;79.19354277460286;77.8559152590551;75.73016562233319;69.9385033371738;72.02262239186702;74.32411180728018;76.88675931143386;76.88362646250302;49.18894584337642;49.18931189613479;49.082683834850535;49.1899474898937;49.0840932541321;47.236843936814864;45.82730877098583;44.118836707807034;44.1194160056565;44.11966541925513;70.4309861722345;70.42640797764965;72.51222814601755;72.52069686462289;72.51649120306651;63.24886280013177;51.76985525177079;51.767732740821;50.52971245174913;42.56030210310041;42.56007255919772;42.559552003894275;42.66670337993315;41.016698769910484;61.082458268380805;61.07826904232788;63.053798998495935;65.35595649623747;63.079364014743604;63.013363554525256;64.99439039729337;63.07921849155145;62.993070788956736;66.08086911588555;66.0876088095705;66.09123745054346;66.09500471318928;40.45981227682815;40.45999345171408;40.459622830033645;40.56762696341222;40.56772370787106;74.53364444211188;72.43315883875668;72.43643000016603;74.63943060844133;74.6429346210548;58.12757137458061;58.02630374615466;56.29425912150443;56.29536826888854;56.30062631195261;56.302557662472495;55.46233713494932;55.46495123653881;54.00910020164468;54.01282692460807;54.01690355976799;60.33518853690709;60.33465806202008;61.98929505188674;61.98282740074266;37.41307394739397;35.6604462481789;32.27221733647351;32.40630340212722;32.406403368305504
201601010700;61.100085307671556;60.4142458708661;60.41332729767372;60.41048654230821;52.83264220005037;52.294856874440654;52.293857183587406;49.74435161573194;48.227462734014004;48.22672348830967;48.226460382517175;47.7958378163158;47.903165873519946;47.79575093364672;47.688210967838;47.5659953069629;47.565974411251645;48.369484645845795;48.262301463996145;48.369609474940226;48.36966421762014;48.262168289287914;45.12758792594208;45.019831259173834;43.030790593363264;44.69247917404304;44.584552259024186;46.63319890804457;46.63322940510339;45.05314341868239;45.05322550526035;44.945659362392085;48.39199930295166;48.28494273119772;46.175196651115954;44.20542378089222;44.09803827945819;53.015734160773846;53.01594050597832;55.02819289976176;55.02966155680773;55.031058172164514;79.99999999999999;79.90500876707216;79.90542277421095;79.90699484126675;79.81367798737952;77.40855989382689;64.11188682125027;64.11139568675293;64.00990048085822;64.01064478417223;56.75506613000095;56.75810999823446;56.658410409791955;56.65282604777107;56.655599099992536;66.44363442052031;75.08119379181427;77.46460740712122;77.5626687745852;51.41641112023563;51.308994881537316;51.307468387555446;51.412783715525094;51.307489636188926;59.531059448979285;59.43029979649652;59.430513102766476;61.41931089986809;61.493244201694054;46.42939521599291;44.3711452876828;44.36717149254172;44.2645555952947;45.22827134128282;45.23040432775932;45.23155278270161;45.12504975367079;53.937111488853155;53.831653331094905;53.83023863378257;53.831038507464456;53.93755742184082;47.14461714651427;47.1463090278719;47.147445069796575;48.3042116240226;48.30558450533422;42.26505357542583;42.15802822868081;40.740296682653636;40.740611560551706;40.63401030442798;40.63455866065875;40.77080775855767;39.486584299939715;39.48721154423918;39.380118437297554;39.38129281536504;48.96175596572294;48.962046632919034;48.963657135531285;48.96715680103579;52.276111291047805;52.27675708761774;37.26341689736631;37.83525075250582;37.836838218611746
201601010800;44.644336556572526;44.43067847527944;44.43034198252307;44.33184131532278;41.27231036816918;41.074632916477654;41.074483212991645;39.71713241008788;39.49025683093802;39.49024572606155;40.6276254963235;41.95060446707275;43.350579591762525;43.252915689609594;43.14487817016993;43.881990985004684;43.88186835528323;46.42275050278629;46.4231434741168;47.949738560333515;47.94987582429379;46.32610878894651;42.711303076430774;41.42546614547973;41.32742084746807;42.34751494002629;42.34732466558754;43.7734201584641;45.246917956469865;41.911853150060075;43.32351343805413;43.22620121767036;44.06128536420913;43.9531122084139;42.42321292789383;40.91633634836993;40.80811642309724;44.658678121990704;46.05196576254112;46.052485724685305;47.7179281708469;47.61068319125621;66.06022231168348;64.02865189900355;63.923792598459336;63.9225383888199;63.92027986993679;63.82192054591301;62.261445810447235;62.15592155405151;62.0525860599656;62.05332513873422;56.43266803251989;56.44984770273403;56.349370516745765;56.45008789577159;56.34644464917414;59.68564835809245;77.86405253501658;80.0;65.01513005111539;46.89256401041807;46.892093144278526;46.89102529611322;46.890025988383414;46.89104016041335;73.32787800302663;73.2324395851463;75.17532682632297;75.17396794025144;75.17551636836204;51.398097953707165;59.00088225601935;57.28607800420583;57.19391332106099;53.982168894214375;53.98606735798892;53.98816639946173;53.883356841996886;45.68793695017086;44.36155008181129;44.36088262361958;44.36126000583356;45.79636137310712;58.261508000203314;58.15918333879439;58.16165049274306;53.35625579081557;53.25151929636637;47.23277715240005;47.234512909125456;45.05189081669732;45.052478577364276;44.938387349136015;44.93941080062149;43.55071308202861;41.56821284148234;41.56922356858432;41.45429602948756;41.45618809098622;58.834538246935416;58.719165390690605;61.40661284164729;61.41354084922652;45.02626834936349;43.09330784465713;32.892486476048475;32.73941998944054;32.740282323918805
201601010900;49.254222191640295;48.655143819781024;48.686260537008756;48.71684210980781;46.8658770809618;48.37804776598394;48.32101903071759;46.82141162054039;46.76539911051257;46.79577357406101;46.82609159073624;50.52993838297403;50.58447764827731;50.52998660640682;50.58464689533845;51.53274304314218;51.55467506655679;54.98746269280327;56.7257965605174;56.8577625802015;56.89412842668547;56.82186746279693;50.14719341638609;50.06045437289759;48.46380529767604;49.49949898362986;49.499257277110885;51.17045090363637;52.902476985359435;50.454115074188536;50.46516255462173;50.356797884857585;52.026620161062276;51.91820110945918;49.96341551810134;48.10696094987343;47.99828418786621;48.773946898283434;48.77400295328201;50.555470026917504;52.43885876072224;52.33077393085544;62.69137147317301;60.44765735359577;60.35320385538922;62.62322121489608;60.377222040214015;60.27324385942313;64.21729858448525;62.09070876203937;62.102882391422035;61.995589367573814;50.43461845004528;50.32658830104405;50.32780770599983;50.32663670301629;50.32721816987003;51.75751080831823;55.36900067061842;57.59800180154035;59.990870847132214;77.7494445511031;77.75095559819312;77.77019025845193;77.77339858219801;77.78594887924382;51.857755883503685;51.74992622091147;53.876331275931356;53.86430574607318;53.87753893431047;52.40430126922071;52.22652694588452;50.03253944380449;49.912609000475;49.89880198303797;49.87645430735267;49.86527721636527;49.745353053097155;68.82932597462626;68.7382880274209;68.85925571193835;68.87304859337071;68.87267627218543;51.88467329043359;49.799536795384434;49.79961525170563;49.67982762390547;49.657610903769054;49.71967514218193;47.754020276668754;47.721471463381164;47.58005245304856;47.54735701458622;45.8810539744038;45.70197281725035;45.67045374660147;44.06316784189856;44.0426789489389;45.47714653683498;46.776920888748194;46.63566782907995;46.72365306220611;46.703052127526895;61.424023744906044;61.42346170691377;77.18262452742745;79.94155027054894;79.99999999999996
