time UTC [yyyymmddHHMM]; temperature [deg]; relative humidity [%]; wind speed [m/s]; wind direction [deg]; global radiation [W/m^2]
201601041900;1.6;92.6;3.8;214;0
201601042000;1.2;93.2;3.6;208;0
201601042100;1.5;93.4;3.8;207;0
201601042200;1.7;92.4;3.8;212;0
201601042300;0.8;92.4;3.2;215;0
201601050000;0.3;93.4;2.8;214;0
201601050100;0.0;94.2;2.9;196;0
201601050200;0.9;93.2;2.7;171;0
201601050300;1.7;92.4;2.4;188;0
201601050400;1.8;95.0;2.9;207;0
201601050500;1.6;94.8;3.0;215;0
201601050600;1.3;95.4;3.2;215;0
201601050700;0.9;95.0;3.3;221;0
201601050800;1.5;91.8;3.5;217;19
201601050900;2.4;90.8;3.6;226;25
201601051000;3.5;87.7;3.9;216;146
201601051100;4.3;86.4;4.2;213;44
201601051200;4.5;86.4;4.3;226;33
201601051300;4.6;86.7;4.6;226;136
201601051400;4.7;85.6;4.0;224;40
201601051500;4.5;85.0;3.8;211;6
201601051600;4.1;87.3;4.2;203;0
201601051700;3.9;88.6;3.7;224;0
201601051800;3.7;88.2;3.4;221;0
201601051900;3.5;88.2;4.3;230;0
201601052000;3.2;88.5;3.7;232;0
201601052100;2.7;90.7;3.5;229;0
201601052200;2.2;90.2;3.3;220;0
201601052300;2.6;90.2;3.2;216;0
201601060000;2.4;90.0;3.2;221;0
201601060100;2.2;91.0;3.0;221;0
201601060200;1.7;90.6;2.9;222;0
201601060300;1.6;91.7;3.0;215;0
201601060400;1.5;93.0;3.0;217;0
201601060500;1.8;91.9;2.5;207;0
201601060600;2.0;90.9;2.5;187;0
201601060700;2.0;90.7;2.9;191;0
201601060800;1.9;91.0;2.8;204;9
201601060900;2.4;90.4;2.3;208;19
201601061000;2.8;91.0;2.2;214;28
201601061100;2.9;91.6;2.9;217;32
201601061200;3.1;90.6;3.2;238;31
201601061300;3.6;89.7;3.5;243;26
201601061400;3.5;89.6;3.2;249;18
201601061500;3.2;91.1;2.8;252;7
201601061600;3.0;93.1;2.7;245;0
201601061700;2.5;94.4;2.5;241;0
201601061800;2.1;95.4;2.0;232;0
201601061900;1.7;95.9;1.9;216;0
201601062000;1.5;96.0;1.8;196;0
201601062100;1.5;95.8;1.6;216;0
201601062200;1.7;96.0;1.9;208;0
201601062300;1.9;96.9;2.1;222;0
201601070000;2.0;96.5;2.5;221;0
201601070100;1.9;95.8;2.1;226;0
201601070200;1.3;97.0;2.4;223;0
201601070300;1.4;96.6;2.0;222;0
201601070400;0.8;96.4;2.2;188;0
201601070500;1.1;96.2;2.5;162;0
201601070600;0.9;95.6;2.4;152;0
201601070700;1.0;95.0;2.7;148;0
201601070800;1.1;94.8;3.4;166;24
201601070900;1.5;93.4;3.2;166;78
201601071000;2.7;89.0;4.0;152;27
201601071100;2.9;88.8;4.5;152;31
201601071200;3.0;88.3;4.0;156;31
201601071300;2.2;89.4;5.0;160;26
201601071400;1.5;93.2;5.9;162;18
201601071500;1.4;93.9;5.6;190;7
201601071600;2.0;93.7;6.0;223;0
201601071700;2.4;93.3;6.4;247;0
201601071800;3.2;93.1;5.3;251;0
201601071900;4.5;85.1;7.0;254;0
201601072000;4.6;80.7;7.1;256;0
201601072100;3.9;79.7;7.3;258;0
201601072200;3.5;82.0;6.9;248;0
201601072300;3.6;83.5;5.8;246;0
201601080000;4.2;79.3;5.5;248;0
201601080100;4.0;80.9;4.9;253;0
201601080200;3.7;80.4;4.5;235;0
201601080300;3.4;80.4;4.5;238;0
201601080400;3.6;79.8;4.6;247;0
201601080500;3.7;76.2;4.0;245;0
201601080600;2.1;86.1;4.2;240;0
201601080700;1.0;91.3;4.4;246;0
201601080800;0.6;93.4;3.2;216;49
201601080900;2.1;91.9;2.7;232;174
201601081000;3.1;86.4;1.9;233;31
201601081100;3.8;85.6;1.7;169;32
201601081200;4.7;82.9;3.0;137;31
201601081300;4.9;82.2;2.0;151;26
201601081400;4.9;82.4;2.2;136;18
201601081500;4.5;85.8;1.2;141;7
201601081600;3.7;88.7;2.0;142;0
201601081700;3.6;88.1;2.1;142;0
201601081800;3.3;89.6;2.7;165;0
201601081900;3.0;90.8;2.5;164;0
201601082000;2.9;92.0;2.4;188;0
201601082100;2.9;93.2;1.6;195;0
201601082200;2.7;94.6;1.7;203;0
201601082300;2.6;94.5;1.6;251;0
201601090000;1.9;96.3;1.5;290;0
201601090100;2.0;97.1;1.5;244;0
201601090200;2.2;97.1;1.2;5;0
201601090300;2.5;97.2;0.8;167;0
201601090400;2.6;97.0;0.6;182;0
201601090500;2.7;97.0;0.6;152;0
201601090600;3.0;97.1;1.0;168;0
201601090700;2.9;97.3;1.4;142;0
201601090800;2.8;97.6;0.9;149;9
201601090900;3.3;97.7;1.0;165;20
201601091000;4.3;96.9;2.3;207;28
201601091100;5.0;95.1;2.8;217;32
201601091200;5.1;95.5;2.7;227;31
201601091300;5.8;94.3;3.1;226;27
201601091400;6.2;93.1;3.4;218;18
201601091500;6.4;91.9;3.2;218;7
201601091600;5.9;93.3;2.8;217;0
201601091700;5.4;95.1;2.9;225;0
201601091800;5.4;95.5;2.7;221;0
201601091900;4.1;96.2;2.8;190;0
201601092000;3.7;96.5;2.0;188;0
201601092100;2.9;95.6;2.9;171;0
201601092200;3.2;95.5;2.9;213;0
201601092300;3.2;95.7;2.8;191;0
201601100000;3.4;95.1;3.1;180;0
201601100100;3.6;95.3;3.3;173;0
201601100200;3.2;97.1;3.6;175;0
201601100300;3.5;96.9;3.4;195;0
201601100400;4.5;92.2;3.7;198;0
201601100500;3.9;92.3;3.4;206;0
201601100600;4.8;87.9;4.7;235;0
201601100700;4.3;90.2;5.0;219;0
201601100800;4.4;91.5;5.1;208;9
201601100900;4.8;87.4;5.0;212;20
201601101000;4.9;86.9;5.8;210;28
201601101100;5.3;85.9;4.8;214;32
201601101200;5.8;84.6;4.9;214;32
201601101300;6.0;83.2;3.8;214;27
201601101400;5.9;83.8;3.8;181;18
201601101500;5.4;85.6;3.6;177;7
201601101600;4.7;89.1;3.5;166;0
201601101700;4.0;91.7;4.5;174;0
201601101800;3.7;90.6;5.1;201;0
201601101900;3.4;92.6;5.2;201;0
201601102000;3.5;92.6;4.0;205;0
201601102100;3.6;93.5;4.4;228;0
201601102200;3.8;93.1;4.7;223;0
201601102300;4.0;92.6;4.1;225;0
201601110000;3.5;92.8;4.0;218;0
201601110100;3.9;92.0;3.7;204;0
201601110200;3.5;92.0;2.9;202;0
201601110300;3.7;92.5;3.0;195;0
201601110400;3.7;91.4;3.2;180;0
201601110500;3.3;93.4;3.5;160;0
201601110600;2.2;93.3;2.8;151;0
201601110700;1.7;94.5;2.4;156;0
201601110800;0.8;95.6;4.1;170;9
201601110900;0.7;96.0;3.9;169;20
201601111000;0.9;96.0;4.3;218;28
201601111100;1.9;94.7;4.9;224;33
201601111200;2.2;93.1;5.4;227;32
201601111300;3.0;91.7;5.2;230;27
201601111400;3.6;91.3;6.2;215;19
201601111500;4.2;88.3;6.8;206;8
201601111600;4.3;84.8;8.3;226;0
201601111700;4.2;82.6;6.6;227;0
201601111800;3.9;87.0;6.0;227;0
201601111900;3.7;87.8;7.1;226;0
201601112000;3.5;88.8;8.0;227;0
201601112100;2.9;90.0;8.0;235;0
201601112200;2.7;90.2;7.9;230;0
201601112300;2.9;87.6;7.0;222;0
201601120000;2.6;89.1;6.6;226;0
201601120100;2.9;89.0;6.5;221;0
201601120200;2.7;90.6;7.7;229;0
201601120300;3.0;88.3;7.9;229;0
201601120400;2.9;87.5;7.8;235;0
201601120500;2.7;88.4;8.3;235;0
201601120600;2.7;88.7;6.1;246;0
201601120700;2.2;91.0;6.0;250;0
201601120800;2.1;90.3;6.1;239;10
201601120900;2.6;88.1;6.7;240;50
201601121000;2.8;87.6;7.6;240;241
201601121100;3.8;86.5;7.4;245;263
201601121200;4.2;83.3;7.1;241;101
201601121300;4.0;87.1;6.7;243;83
201601121400;3.9;86.3;6.9;237;21
201601121500;3.0;91.4;6.9;241;8
201601121600;2.6;90.8;6.8;235;0
201601121700;2.6;90.1;6.3;235;0
201601121800;2.9;88.1;6.7;241;0
201601121900;2.2;89.5;6.2;243;0
201601122000;1.9;87.4;6.2;247;0
201601122100;1.6;84.9;6.3;243;0
201601122200;1.5;88.1;7.3;246;0
201601122300;1.6;86.3;7.4;241;0
201601130000;1.5;85.0;7.6;240;0
201601130100;1.7;84.1;7.0;230;0
201601130200;1.4;88.2;7.6;237;0
201601130300;0.9;94.3;7.9;239;0
201601130400;1.3;92.2;8.4;237;0
201601130500;1.2;93.1;9.5;236;0
201601130600;1.2;93.4;8.8;240;0
201601130700;1.4;92.3;9.2;246;0
201601130800;1.5;92.0;9.9;247;10
201601130900;1.3;93.8;9.6;250;21
201601131000;1.8;90.4;9.4;250;54
201601131100;2.0;89.3;8.4;244;85
201601131200;2.0;90.5;8.3;253;58
201601131300;2.1;89.4;7.1;249;28
201601131400;1.8;91.9;6.6;249;19
201601131500;1.4;95.3;6.6;244;8
201601131600;1.3;93.7;6.5;242;0
201601131700;1.2;93.4;5.9;241;0
201601131800;1.2;92.1;5.6;246;0
201601131900;1.0;89.5;5.6;241;0
201601132000;0.5;89.9;4.7;231;0
201601132100;0.5;90.5;4.4;232;0
201601132200;0.5;90.7;3.6;230;0
201601132300;-0.0;91.8;3.3;222;0
201601140000;-0.3;92.9;2.6;231;0
201601140100;-0.1;91.5;2.4;232;0
201601140200;-0.5;92.8;2.5;219;0
201601140300;-1.1;93.3;2.5;227;0
201601140400;-1.6;93.4;2.3;203;0
201601140500;-1.4;92.1;2.4;169;0
201601140600;-1.9;93.0;2.1;178;0
201601140700;-2.1;92.2;2.5;173;0
201601140800;-2.3;91.9;2.5;186;87
201601140900;-1.4;88.8;2.3;168;194
201601141000;-0.2;82.6;2.7;172;268
201601141100;1.1;75.8;3.9;172;306
201601141200;2.1;71.8;2.8;160;303
201601141300;2.3;68.7;3.9;169;249
201601141400;2.4;66.1;3.9;194;19
201601141500;1.4;72.2;3.5;223;8
201601141600;0.7;78.2;4.8;221;0
201601141700;0.6;82.5;5.4;232;0
201601141800;0.2;92.8;5.2;242;0
201601141900;0.3;93.4;5.9;247;0
201601142000;0.5;88.4;5.4;245;0
201601142100;0.5;87.4;5.4;241;0
201601142200;0.3;88.2;7.2;249;0
201601142300;0.1;90.6;6.8;246;0
201601150000;0.1;91.0;5.9;231;0
201601150100;-0.0;91.2;6.3;242;0
201601150200;-0.6;96.9;6.4;244;0
201601150300;-0.5;91.8;7.3;248;0
201601150400;-1.3;81.8;7.9;243;0
201601150500;-1.3;82.0;8.3;239;0
201601150600;-1.8;90.3;8.2;238;0
201601150700;-1.9;94.9;8.1;235;0
201601150800;-1.6;96.2;8.1;240;10
201601150900;-1.6;94.1;8.5;243;21
201601151000;-1.2;86.9;9.1;243;29
201601151100;-1.4;87.9;9.0;246;33
201601151200;-1.8;91.5;8.2;244;33
201601151300;-1.4;90.0;9.9;247;28
201601151400;-1.2;88.5;9.4;248;20
201601151500;-1.4;92.0;9.2;248;8
201601151600;-1.2;89.7;8.0;249;0
201601151700;-1.5;94.8;6.7;240;0
201601151800;-1.3;93.4;6.3;244;0
201601151900;-1.1;91.7;6.4;249;0
201601152000;-1.2;92.1;5.3;255;0
201601152100;-1.2;94.3;4.2;256;0
201601152200;-1.1;93.8;4.3;274;0
201601152300;-1.2;94.5;4.2;282;0
201601160000;-1.1;94.1;3.4;287;0
201601160100;-1.1;95.0;3.1;293;0
201601160200;-1.1;93.0;3.5;299;0
201601160300;-1.2;92.8;3.2;314;0
201601160400;-1.2;92.8;2.8;288;0
201601160500;-1.5;92.7;3.1;304;0
201601160600;-1.5;92.9;3.5;315;0
201601160700;-1.9;93.5;2.1;291;0
201601160800;-2.1;94.1;2.6;283;12
201601160900;-1.6;94.3;2.3;283;28
201601161000;-1.4;89.5;2.6;267;33
201601161100;-0.7;84.3;3.5;263;34
201601161200;-0.5;82.3;4.6;260;33
201601161300;-0.6;83.7;4.6;251;28
201601161400;-1.1;93.4;6.0;251;20
201601161500;-0.9;91.6;6.3;250;11
201601161600;-0.9;90.2;7.0;258;0
201601161700;-1.2;84.5;7.0;262;0
201601161800;-1.2;84.3;6.4;256;0
201601161900;-1.2;85.4;7.2;268;0
201601162000;-1.4;78.7;6.5;275;0
201601162100;-1.8;79.8;5.7;271;0
201601162200;-1.9;82.7;5.3;269;0
201601162300;-2.1;83.6;5.1;274;0
201601170000;-2.4;87.0;4.2;266;0
201601170100;-2.4;85.9;4.1;262;0
201601170200;-2.4;89.2;5.7;266;0
201601170300;-2.5;92.9;5.1;265;0
201601170400;-2.8;95.0;4.2;257;0
201601170500;-2.8;97.2;4.4;256;0
201601170600;-2.5;93.9;4.1;261;0
201601170700;-2.5;92.5;4.4;265;0
201601170800;-2.5;87.4;5.0;274;21
201601170900;-2.9;91.4;6.2;298;34
201601171000;-2.8;83.5;6.0;297;30
201601171100;-3.0;88.0;5.9;310;35
201601171200;-2.9;80.7;4.8;310;35
201601171300;-3.1;81.4;4.9;307;39
201601171400;-3.2;89.7;3.6;323;35
201601171500;-3.7;90.1;3.3;306;37
201601171600;-4.5;93.2;3.0;313;0
201601171700;-4.8;94.7;2.8;296;0
201601171800;-4.5;92.6;2.3;308;0
201601171900;-4.8;90.9;1.4;334;0
201601172000;-5.3;94.4;1.2;0;0
201601172100;-5.6;95.1;1.1;75;0
201601172200;-6.7;97.3;0.7;108;0
201601172300;-6.9;95.8;1.2;49;0
201601180000;-6.7;94.5;0.8;345;0
201601180100;-6.7;94.8;1.1;106;0
201601180200;-6.6;91.2;1.2;137;0
201601180300;-6.2;91.3;1.5;115;0
201601180400;-7.3;92.2;2.0;124;0
201601180500;-7.8;93.9;1.6;104;0
201601180600;-9.8;97.7;1.1;100;0
201601180700;-10.8;100.0;1.9;99;0
201601180800;-11.2;98.9;2.5;122;39
201601180900;-9.3;93.6;3.2;102;203
201601181000;-8.1;90.5;2.6;102;247
201601181100;-7.0;87.4;2.2;93;185
201601181200;-5.9;75.7;3.0;95;138
201601181300;-5.5;77.5;3.1;95;131
201601181400;-5.4;76.4;2.8;91;129
201601181500;-6.2;80.6;2.9;94;9
201601181600;-8.2;88.7;3.5;95;0
201601181700;-8.8;91.3;2.5;117;0
201601181800;-9.9;95.3;2.4;121;0
201601181900;-9.9;95.8;2.3;113;0
201601182000;-10.8;99.1;2.9;125;0
201601182100;-10.8;98.1;2.7;133;0
201601182200;-12.1;100.0;2.4;89;0
201601182300;-12.4;100.0;2.1;97;0
201601190000;-12.5;100.0;2.2;196;0
201601190100;-12.1;100.0;2.2;221;0
201601190200;-11.8;100.0;2.0;250;0
201601190300;-11.3;98.9;1.6;267;0
201601190400;-10.5;96.2;1.9;247;0
201601190500;-9.6;93.2;1.8;102;0
201601190600;-8.7;93.4;1.3;352;0
201601190700;-7.7;94.0;1.6;66;0
201601190800;-7.2;93.6;2.0;249;27
201601190900;-6.1;94.0;1.7;265;23
201601191000;-5.6;93.1;2.1;52;31
201601191100;-4.7;91.9;1.7;228;35
201601191200;-3.8;87.0;1.4;248;34
201601191300;-2.9;80.6;1.7;256;30
201601191400;-2.1;81.7;1.8;268;82
201601191500;-2.6;85.5;1.8;285;9
201601191600;-3.2;87.5;1.8;323;0
201601191700;-3.2;89.2;1.8;285;0
201601191800;-3.5;88.5;1.6;293;0
201601191900;-3.5;90.0;1.5;290;0
201601192000;-3.5;91.6;1.9;330;0
201601192100;-3.8;93.9;1.7;320;0
201601192200;-4.2;94.9;1.5;304;0
201601192300;-4.1;94.4;1.6;306;0
201601200000;-5.7;96.1;1.4;338;0
201601200100;-6.0;97.0;1.5;299;0
201601200200;-6.1;96.6;1.5;319;0
201601200300;-6.6;96.5;1.2;334;0
201601200400;-7.2;97.1;0.9;15;0
201601200500;-7.6;96.3;1.5;266;0
201601200600;-6.7;96.7;1.3;355;0
201601200700;-8.0;94.5;1.4;15;0
201601200800;-7.9;95.0;1.3;70;36
201601200900;-6.6;94.6;1.0;81;186
201601201000;-5.5;92.1;1.1;65;156
201601201100;-4.5;89.8;1.0;43;288
201601201200;-3.2;83.8;1.3;102;290
201601201300;-2.6;83.0;1.3;62;253
201601201400;-1.9;74.8;1.5;26;194
201601201500;-2.8;82.3;1.4;114;81
201601201600;-3.9;89.4;1.2;41;0
201601201700;-5.1;93.1;1.5;275;0
201601201800;-4.7;92.9;1.4;243;0
201601201900;-5.4;91.3;1.3;324;0
201601202000;-6.2;92.0;1.6;355;0
201601202100;-5.8;92.9;2.0;281;0
201601202200;-5.3;93.2;1.4;272;0
201601202300;-5.0;94.8;2.0;295;0
201601210000;-4.8;94.2;2.3;215;0
201601210100;-4.7;93.7;2.3;261;0
201601210200;-4.7;93.3;1.9;250;0
201601210300;-5.0;93.3;1.7;261;0
201601210400;-4.6;92.2;1.9;298;0
201601210500;-4.9;93.0;1.7;301;0
201601210600;-4.3;93.9;1.6;146;0
201601210700;-4.2;94.2;1.0;98;0
201601210800;-4.1;93.6;0.8;124;55
201601210900;-3.3;91.1;0.9;110;25
201601211000;-2.6;89.9;0.8;95;36
201601211100;-1.2;83.6;1.4;65;57
201601211200;-0.9;83.3;1.5;75;273
201601211300;-0.6;80.8;1.7;67;255
201601211400;-0.4;78.7;2.5;73;197
201601211500;-0.6;79.5;2.6;73;27
201601211600;-1.8;85.6;1.9;69;0
201601211700;-3.4;93.1;1.8;83;0
201601211800;-4.4;94.8;1.9;87;0
201601211900;-5.3;93.1;1.2;101;0
201601212000;-5.0;94.0;2.0;99;0
201601212100;-6.5;93.6;1.7;93;0
201601212200;-6.3;94.6;1.8;114;0
201601212300;-7.2;94.4;1.5;121;0
201601220000;-7.6;94.1;1.7;159;0
201601220100;-9.2;95.8;1.8;134;0
201601220200;-9.3;96.7;2.4;149;0
201601220300;-9.1;95.5;2.4;230;0
201601220400;-8.9;95.3;2.6;166;0
201601220500;-8.9;96.0;2.4;172;0
201601220600;-7.7;97.0;2.2;140;0
201601220700;-7.2;100.0;1.8;169;0
201601220800;-6.3;97.4;1.8;192;105
201601220900;-5.6;96.6;2.1;148;215
201601221000;-4.5;95.5;2.3;159;70
201601221100;-3.4;91.1;2.3;140;256
201601221200;-1.9;85.1;1.8;133;326
201601221300;-0.5;78.4;1.9;157;281
201601221400;0.0;78.6;2.0;148;200
201601221500;0.2;79.3;2.4;174;53
201601221600;-1.9;90.9;2.2;200;0
201601221700;-2.3;91.3;2.4;196;0
201601221800;-3.3;92.4;2.9;226;0
201601221900;-3.3;93.8;3.8;208;0
201601222000;-3.1;93.1;4.1;220;0
201601222100;-2.6;93.4;3.8;229;0
201601222200;-2.3;92.3;2.6;208;0
201601222300;-1.4;90.0;3.5;234;0
201601230000;-0.6;94.0;3.8;221;0
201601230100;0.4;94.5;4.6;223;0
201601230200;1.2;95.6;5.0;253;0
201601230300;1.9;95.6;5.0;237;0
201601230400;2.0;95.8;5.0;254;0
201601230500;3.2;95.1;6.0;258;0
201601230600;3.3;95.7;5.4;268;0
201601230700;3.5;95.9;5.8;257;0
201601230800;3.3;96.1;4.1;262;52
201601230900;3.5;92.8;4.5;260;56
201601231000;4.0;90.6;3.7;264;39
201601231100;4.2;88.9;3.9;266;39
201601231200;3.9;89.6;3.1;255;62
201601231300;4.1;89.2;3.7;248;32
201601231400;4.2;90.4;4.4;244;26
201601231500;4.4;87.7;4.1;254;37
201601231600;2.8;94.5;2.8;258;0
201601231700;2.0;97.8;3.7;268;0
201601231800;2.1;97.8;3.0;255;0
201601231900;1.8;98.3;1.8;207;0
201601232000;1.1;98.8;1.8;190;0
201601232100;0.3;98.9;1.4;202;0
201601232200;-0.7;100.0;1.8;210;0
201601232300;-1.3;100.0;1.3;217;0
201601240000;-1.0;100.0;1.8;208;0
201601240100;-1.7;100.0;1.4;180;0
201601240200;-2.9;100.0;1.2;238;0
201601240300;-2.8;100.0;1.8;179;0
201601240400;-3.4;99.9;1.8;219;0
201601240500;-2.8;99.8;2.3;237;0
201601240600;-2.6;99.8;1.8;202;0
201601240700;-2.1;99.3;1.9;234;0
201601240800;-1.7;97.7;2.7;233;13
201601240900;-0.5;97.2;2.5;210;24
201601241000;0.4;96.6;1.6;246;32
201601241100;1.7;94.8;1.9;256;36
201601241200;2.5;91.1;2.6;238;37
201601241300;3.8;84.8;2.9;235;39
201601241400;4.6;81.5;3.0;248;186
201601241500;5.0;79.2;2.3;260;23
201601241600;4.4;81.3;2.6;246;0
201601241700;3.6;82.4;2.6;246;0
201601241800;3.6;79.9;2.4;242;0
201601241900;3.8;79.4;2.6;227;0
201601242000;3.7;80.3;2.9;253;0
201601242100;2.8;87.6;2.6;252;0
201601242200;3.2;87.0;2.5;241;0
201601242300;2.4;84.2;2.2;253;0
201601250000;2.3;92.0;1.8;275;0
201601250100;2.4;90.8;1.8;231;0
201601250200;2.2;94.5;2.1;277;0
201601250300;1.8;95.0;2.0;217;0
201601250400;1.7;96.5;2.0;225;0
201601250500;1.5;97.6;1.8;284;0
201601250600;1.2;94.6;1.8;291;0
201601250700;0.6;94.8;2.2;207;0
201601250800;1.2;97.7;1.4;200;74
201601250900;2.9;88.7;1.3;142;153
201601251000;4.4;90.2;1.3;99;301
201601251100;7.7;71.7;1.6;74;341
201601251200;8.7;68.1;1.3;86;337
201601251300;9.1;65.5;1.9;191;291
201601251400;9.4;65.7;1.8;239;209
201601251500;8.9;69.5;1.8;198;88
201601251600;7.1;76.1;2.0;185;0
201601251700;5.5;79.0;2.2;219;0
201601251800;4.6;82.4;2.4;223;0
201601251900;3.9;79.3;2.9;225;0
201601252000;2.3;84.8;2.9;221;0
201601252100;2.6;85.3;3.0;228;0
201601252200;2.3;80.1;3.0;248;0
201601252300;2.9;75.9;3.0;253;0
201601260000;2.5;78.3;3.3;246;0
201601260100;3.4;69.2;2.5;252;0
201601260200;1.2;86.4;3.3;251;0
201601260300;1.4;86.4;3.1;270;0
201601260400;2.6;85.3;3.4;238;0
201601260500;4.3;71.7;2.9;221;0
201601260600;4.5;78.1;3.1;229;0
201601260700;3.8;83.6;2.4;213;0
201601260800;2.5;90.2;2.5;248;16
201601260900;4.8;82.4;3.1;224;211
201601261000;6.6;80.2;3.5;226;305
201601261100;10.1;66.5;4.2;217;344
201601261200;12.2;61.6;4.4;239;341
201601261300;13.5;56.8;4.7;241;295
201601261400;13.6;56.4;5.2;237;212
201601261500;12.8;58.8;4.8;225;99
201601261600;11.3;63.7;4.1;230;0
201601261700;9.5;70.0;4.6;247;0
201601261800;9.6;70.8;3.6;237;0
201601261900;9.0;72.5;3.8;236;0
201601262000;8.8;73.4;4.0;240;0
201601262100;8.0;76.7;4.1;228;0
201601262200;7.6;77.8;4.4;236;0
201601262300;7.1;79.8;4.5;244;0
201601270000;7.3;80.5;4.4;246;0
201601270100;6.5;82.9;4.9;235;0
201601270200;6.9;83.5;4.2;221;0
201601270300;7.8;81.9;4.7;235;0
201601270400;8.0;83.0;4.5;234;0
201601270500;7.8;84.5;5.3;247;0
201601270600;7.9;83.9;5.7;234;0
201601270700;8.1;83.9;5.5;215;1
201601270800;7.9;84.4;5.7;230;14
201601270900;8.4;82.6;5.2;226;25
201601271000;9.1;79.2;5.5;228;33
201601271100;10.5;71.9;5.7;229;38
201601271200;10.9;63.8;6.0;230;37
201601271300;10.8;66.5;5.4;225;32
201601271400;10.7;65.8;5.4;218;23
201601271500;10.5;66.9;5.1;238;12
201601271600;10.5;66.4;5.1;238;0
201601271700;10.6;65.8;4.8;238;0
201601271800;10.4;66.1;5.0;236;0
201601271900;11.0;62.4;5.0;244;0
201601272000;11.1;61.7;5.6;244;0
201601272100;11.7;58.9;5.0;245;0
201601272200;11.1;61.2;4.8;240;0
201601272300;9.8;67.0;4.5;235;0
201601280000;10.3;67.5;3.6;222;0
201601280100;10.4;65.9;4.5;234;0
