time UTC [yyyymmddHHMM]; temperature [deg]; relative humidity [%]; wind speed [m/s]; wind direction [deg]; global radiation [W/m^2]
201608102300;7.7;93.6;1.9;291;0
201608110000;7.1;94.5;1.7;284;0
201608110100;6.3;95.5;1.4;280;0
201608110200;6.1;95.3;1.5;268;0
201608110300;5.3;97.1;1.5;274;0
201608110400;5.1;97.6;1.4;272;0
201608110500;5.6;97.7;1.1;276;36
201608110600;7.2;94.2;1.3;272;264
201608110700;10.2;83.6;1.3;107;429
201608110800;12.0;73.6;1.6;214;586
201608110900;13.6;65.1;2.1;265;692
201608111000;13.5;62.5;1.9;253;364
201608111100;14.5;57.4;2.8;276;105
201608111200;15.0;54.1;3.0;281;104
201608111300;16.2;53.7;3.9;279;151
201608111400;16.9;48.5;4.1;276;81
201608111500;17.2;42.8;4.2;301;63
201608111600;16.6;50.0;3.7;300;43
201608111700;16.4;51.0;3.5;281;92
201608111800;14.9;57.5;3.0;282;9
201608111900;13.2;71.9;2.5;270;0
201608112000;12.6;76.3;3.1;274;0
201608112100;12.4;80.9;2.4;265;0
201608112200;12.3;79.4;3.3;264;0
201608112300;11.8;81.4;3.9;262;0
201608120000;11.4;85.9;3.8;249;0
201608120100;11.0;90.0;3.7;236;0
201608120200;11.0;90.3;3.6;237;0
201608120300;11.5;88.7;4.1;238;0
201608120400;11.2;91.2;4.8;240;0
201608120500;11.9;89.7;4.4;244;11
201608120600;12.6;85.9;4.4;244;28
201608120700;13.2;83.7;5.0;243;46
201608120800;13.9;81.4;4.4;239;63
201608120900;15.0;79.1;4.9;270;78
201608121000;15.9;76.4;4.6;262;88
201608121100;16.4;75.3;4.5;253;94
201608121200;17.7;71.5;4.3;256;94
201608121300;18.5;69.6;3.1;256;87
201608121400;18.7;67.3;3.3;266;76
201608121500;19.6;67.2;3.1;293;60
201608121600;20.0;65.3;2.6;285;43
201608121700;19.4;67.8;1.7;218;26
201608121800;18.4;77.2;1.6;242;9
201608121900;16.7;83.6;1.5;217;0
201608122000;14.9;89.3;1.3;227;0
201608122100;13.6;92.9;1.3;238;0
201608122200;12.7;93.6;1.3;228;0
201608122300;12.1;95.7;1.0;214;0
201608130000;12.3;96.0;1.3;228;0
201608130100;11.7;96.1;1.7;181;0
201608130200;11.4;97.6;1.8;217;0
201608130300;11.8;96.3;1.9;207;0
201608130400;11.0;98.0;2.6;191;0
201608130500;11.5;96.5;2.1;186;102
201608130600;14.1;91.7;1.8;194;258
201608130700;16.7;81.3;1.6;259;422
201608130800;20.1;65.8;1.9;245;580
201608130900;21.7;58.6;2.5;256;713
201608131000;22.5;56.9;2.8;302;811
201608131100;23.7;53.8;2.3;281;851
201608131200;24.4;46.8;2.7;291;348
201608131300;25.2;44.3;3.2;297;765
201608131400;25.3;45.3;3.1;315;691
201608131500;25.7;43.6;3.2;317;550
201608131600;25.7;44.9;3.5;314;392
201608131700;24.7;47.7;3.4;329;229
201608131800;23.5;52.2;2.3;316;73
201608131900;20.9;63.7;2.3;316;0
201608132000;17.3;79.9;1.4;267;0
201608132100;16.6;83.6;1.9;285;0
201608132200;16.0;85.0;2.0;265;0
201608132300;15.8;86.8;1.8;272;0
201608140000;14.7;89.1;1.5;253;0
201608140100;14.7;91.4;1.3;285;0
201608140200;14.1;92.2;1.8;343;0
201608140300;14.0;91.7;1.7;214;0
201608140400;13.5;93.1;1.7;174;0
201608140500;13.5;92.7;1.8;219;94
201608140600;15.7;89.0;1.3;202;254
201608140700;19.4;78.8;1.7;275;418
201608140800;22.5;65.4;1.9;320;576
201608140900;23.0;59.0;2.0;301;608
201608141000;24.0;55.7;2.4;286;226
201608141100;25.3;49.0;2.8;308;390
201608141200;25.4;49.9;3.4;315;385
201608141300;25.6;49.4;2.8;318;305
201608141400;25.3;50.2;3.7;319;480
201608141500;26.2;44.5;3.0;330;307
201608141600;25.8;46.4;3.8;328;370
201608141700;24.9;48.1;3.1;350;176
201608141800;23.5;48.7;2.3;358;56
201608141900;19.5;65.3;1.7;354;0
201608142000;18.4;70.7;1.3;13;0
201608142100;16.6;78.5;1.2;81;0
201608142200;15.4;82.8;0.8;39;0
201608142300;15.2;85.1;0.9;24;0
201608150000;15.0;86.2;1.7;22;0
201608150100;15.7;82.1;1.0;33;0
201608150200;13.7;90.5;1.3;105;0
201608150300;13.1;93.3;1.2;18;0
201608150400;12.9;93.5;1.0;81;0
201608150500;12.4;94.2;1.2;56;62
201608150600;15.3;89.3;0.9;76;246
201608150700;18.9;75.7;1.8;80;414
201608150800;20.6;65.4;2.3;71;572
201608150900;22.1;59.4;2.5;55;700
201608151000;23.4;54.4;2.9;54;784
201608151100;24.8;50.9;2.7;55;839
201608151200;25.0;47.6;2.1;54;752
201608151300;25.8;45.3;2.1;32;545
201608151400;26.1;43.3;2.4;28;232
201608151500;26.3;44.9;2.7;356;71
201608151600;25.0;49.1;2.7;353;205
201608151700;24.2;51.5;2.8;21;89
201608151800;23.1;57.8;1.9;12;51
201608151900;21.4;62.6;1.9;39;0
201608152000;18.5;76.2;1.7;56;0
201608152100;17.5;79.5;2.4;45;0
201608152200;16.8;79.7;1.8;58;0
201608152300;16.7;78.7;1.6;68;0
201608160000;15.1;85.5;1.6;22;0
201608160100;14.5;88.1;1.3;300;0
201608160200;13.9;90.8;1.5;205;0
201608160300;13.4;91.7;1.5;15;0
201608160400;13.1;93.6;1.5;346;0
201608160500;13.1;92.8;1.4;103;91
201608160600;15.4;87.4;1.5;310;247
201608160700;18.0;78.9;1.4;360;410
201608160800;20.4;67.6;1.7;31;557
201608160900;21.8;62.2;1.6;37;678
201608161000;23.2;61.9;1.7;355;777
201608161100;23.8;55.8;1.8;6;174
201608161200;24.4;57.3;2.5;3;144
201608161300;25.1;50.9;2.0;13;286
201608161400;25.5;49.7;2.7;342;413
201608161500;25.6;45.0;2.7;347;518
201608161600;25.0;46.5;3.3;341;364
201608161700;24.2;47.0;3.7;345;216
201608161800;22.7;50.6;3.3;353;44
201608161900;20.5;54.7;2.1;332;0
201608162000;18.1;67.2;2.7;352;0
201608162100;16.6;69.7;2.1;343;0
201608162200;15.0;77.2;1.9;309;0
201608162300;15.0;75.6;1.9;322;0
201608170000;13.4;81.2;2.0;357;0
201608170100;12.6;82.9;1.5;25;0
201608170200;12.1;85.1;1.7;83;0
201608170300;11.9;86.7;1.4;32;0
201608170400;11.7;88.3;1.7;4;0
201608170500;12.0;88.0;1.5;83;9
201608170600;12.4;90.1;1.5;114;26
201608170700;14.1;86.0;1.7;72;44
201608170800;15.5;79.2;2.9;69;61
201608170900;17.5;68.7;2.4;84;111
201608171000;19.2;68.4;2.0;88;87
201608171100;20.1;64.5;2.0;93;94
201608171200;20.9;58.4;2.2;66;95
201608171300;21.5;55.7;1.7;69;86
201608171400;22.1;54.7;1.5;100;73
201608171500;22.4;53.7;1.3;75;59
201608171600;22.6;54.5;1.7;61;41
201608171700;21.8;58.2;1.4;65;24
201608171800;21.5;57.4;1.5;66;7
201608171900;18.8;71.1;1.0;51;0
201608172000;16.7;75.0;1.1;98;0
201608172100;15.7;78.0;1.6;83;0
201608172200;15.8;75.9;1.1;7;0
201608172300;15.4;74.4;1.8;335;0
201608180000;14.2;78.2;1.4;274;0
201608180100;13.5;82.1;1.4;249;0
201608180200;13.3;83.1;1.7;250;0
201608180300;12.9;83.0;1.1;217;0
201608180400;12.2;86.1;1.3;282;0
201608180500;12.7;88.3;1.7;260;10
201608180600;14.4;85.5;1.6;237;26
201608180700;15.8;80.9;2.0;258;45
201608180800;18.0;75.5;1.9;258;60
201608180900;19.0;72.2;1.7;270;75
201608181000;20.4;57.2;1.8;309;86
201608181100;21.1;51.4;2.2;272;91
201608181200;22.0;54.2;3.5;297;91
201608181300;21.3;62.4;3.1;253;84
201608181400;21.0;65.1;3.9;279;73
201608181500;19.8;70.5;2.8;245;57
201608181600;18.8;80.9;3.3;240;40
201608181700;18.6;80.7;3.3;273;23
201608181800;18.1;81.9;2.6;225;6
201608181900;17.6;82.3;2.5;237;0
201608182000;17.0;87.2;1.9;270;0
201608182100;16.3;90.3;2.1;261;0
201608182200;15.6;94.1;2.4;253;0
201608182300;15.2;95.0;1.5;206;0
201608190000;14.6;95.8;1.8;202;0
201608190100;14.8;94.8;1.5;241;0
201608190200;13.5;97.1;2.0;244;0
201608190300;12.4;97.1;1.9;237;0
201608190400;13.7;96.1;1.7;220;0
201608190500;11.7;98.2;1.5;189;71
201608190600;13.6;95.7;1.3;197;233
201608190700;16.7;86.5;1.6;217;393
201608190800;18.5;74.9;2.1;216;102
201608190900;19.5;74.7;1.8;234;77
201608191000;20.3;68.4;2.1;135;85
201608191100;20.8;66.9;1.4;252;91
201608191200;21.5;56.9;1.8;319;90
201608191300;22.0;58.3;2.0;215;84
201608191400;22.7;52.8;1.9;100;72
201608191500;22.9;51.1;2.2;283;57
201608191600;22.5;52.0;2.3;277;40
201608191700;21.4;56.0;2.4;229;22
201608191800;19.6;68.4;2.1;253;6
201608191900;18.5;71.9;2.4;280;0
201608192000;16.8;86.3;2.2;256;0
201608192100;16.0;88.5;1.6;229;0
201608192200;16.1;85.4;1.9;261;0
201608192300;16.3;83.4;2.1;215;0
201608200000;15.8;87.1;1.7;253;0
201608200100;15.6;85.5;1.5;267;0
201608200200;14.3;89.4;1.7;274;0
201608200300;13.0;90.8;2.4;202;0
201608200400;13.2;92.1;1.9;200;0
201608200500;13.0;93.2;1.6;246;8
201608200600;15.8;82.7;1.5;178;25
201608200700;18.2;76.8;1.3;124;43
201608200800;19.3;72.3;1.6;170;59
201608200900;20.0;71.2;1.4;265;74
201608201000;21.1;68.0;2.7;261;85
201608201100;21.2;61.1;3.0;237;90
201608201200;20.7;67.3;3.1;249;90
201608201300;20.6;66.2;3.2;282;83
201608201400;20.1;72.6;3.3;292;72
201608201500;17.8;87.7;2.8;292;57
201608201600;16.8;91.4;3.4;282;39
201608201700;15.3;93.1;3.7;286;22
201608201800;14.3;92.4;4.5;297;5
201608201900;13.4;95.5;2.8;282;0
201608202000;13.2;95.5;2.6;268;0
201608202100;12.8;93.3;2.6;271;0
201608202200;11.5;98.1;3.1;228;0
201608202300;12.1;95.9;3.3;208;0
201608210000;12.0;92.2;3.3;215;0
201608210100;11.4;93.9;3.3;238;0
201608210200;11.4;94.0;3.8;246;0
201608210300;11.5;95.3;3.5;234;0
201608210400;11.3;95.0;2.9;211;0
201608210500;11.5;94.1;2.7;208;8
201608210600;13.0;92.0;2.5;239;147
201608210700;14.6;87.8;3.2;256;334
201608210800;15.8;79.8;4.4;256;372
201608210900;16.6;68.5;4.5;251;235
201608211000;16.8;61.5;5.5;256;111
201608211100;17.5;58.9;5.7;240;165
201608211200;17.2;50.6;6.1;262;352
201608211300;18.1;47.3;5.7;260;209
201608211400;17.7;46.9;6.1;264;73
201608211500;17.0;56.1;6.6;269;61
201608211600;16.7;53.8;6.0;269;165
201608211700;16.3;55.4;5.7;263;164
201608211800;15.2;64.0;5.7;270;8
201608211900;14.0;71.1;3.9;257;0
201608212000;13.4;75.8;3.6;266;0
201608212100;13.1;78.0;2.8;243;0
201608212200;12.1;81.0;2.4;263;0
201608212300;11.0;87.1;2.5;253;0
201608220000;10.1;95.3;2.5;250;0
201608220100;10.2;91.0;2.2;247;0
201608220200;9.1;93.5;2.1;243;0
201608220300;8.8;95.0;2.2;256;0
201608220400;8.6;96.0;2.0;226;0
201608220500;8.0;96.5;1.7;214;56
201608220600;10.7;92.7;1.6;211;187
201608220700;12.9;84.6;1.9;212;383
201608220800;15.8;69.6;2.9;253;537
201608220900;17.3;61.8;2.9;261;315
201608221000;18.0;58.3;3.3;261;91
201608221100;18.2;58.5;3.1;251;210
201608221200;19.4;55.8;2.7;270;90
201608221300;20.0;55.7;3.1;278;82
201608221400;19.7;56.7;3.0;289;72
201608221500;19.6;60.8;3.0;313;90
201608221600;20.0;59.6;2.8;306;261
201608221700;20.3;57.2;1.9;312;183
201608221800;19.2;63.7;1.3;337;24
201608221900;16.6;76.7;1.3;329;0
201608222000;14.3;86.5;1.4;313;0
201608222100;13.3;90.5;1.1;273;0
201608222200;12.9;92.0;1.1;140;0
201608222300;12.4;94.4;1.3;23;0
201608230000;11.9;96.0;1.3;79;0
201608230100;11.6;96.7;1.0;24;0
201608230200;11.4;96.2;1.6;48;0
201608230300;11.1;97.0;1.4;57;0
201608230400;10.9;97.7;1.5;57;0
201608230500;10.6;98.0;1.0;273;64
201608230600;13.2;93.6;1.3;74;218
201608230700;16.0;82.6;1.8;77;381
201608230800;18.2;72.1;2.1;61;537
201608230900;19.8;63.2;2.3;68;673
201608231000;21.5;57.3;2.7;60;771
201608231100;22.8;54.9;2.2;82;821
201608231200;24.2;50.0;2.5;61;816
201608231300;25.1;47.3;2.1;53;757
201608231400;26.1;45.0;2.5;50;651
201608231500;26.2;44.6;1.9;43;510
201608231600;25.9;45.6;2.4;38;351
201608231700;25.3;47.5;2.4;54;189
201608231800;23.7;52.8;1.9;45;37
201608231900;20.1;68.1;2.0;69;0
201608232000;19.0;72.9;1.7;99;0
201608232100;17.5;78.4;1.5;108;0
201608232200;17.3;79.1;1.6;113;0
201608232300;16.3;82.0;2.4;103;0
201608240000;15.7;85.5;1.9;84;0
201608240100;15.1;86.9;2.2;90;0
201608240200;14.3;90.3;2.0;81;0
201608240300;13.7;92.9;1.6;80;0
201608240400;13.1;94.8;1.8;67;0
201608240500;12.4;95.9;1.5;69;60
201608240600;15.0;91.5;1.8;78;214
201608240700;18.7;75.0;2.3;75;376
201608240800;20.7;66.1;2.7;73;533
201608240900;22.7;58.8;2.8;59;668
201608241000;24.6;51.1;3.5;61;766
201608241100;26.5;42.0;3.8;76;816
201608241200;27.5;40.6;3.4;70;811
201608241300;28.0;37.8;3.3;61;752
201608241400;28.6;36.3;3.7;53;646
201608241500;28.6;39.6;3.9;67;506
201608241600;28.2;41.8;4.2;75;347
201608241700;27.1;44.5;3.8;70;185
201608241800;25.1;49.4;3.2;70;33
201608241900;22.6;58.4;2.6;90;0
201608242000;20.6;65.5;2.3;98;0
201608242100;19.5;68.9;2.4;113;0
201608242200;17.9;74.6;2.4;121;0
201608242300;17.6;75.1;2.3;114;0
201608250000;15.9;80.6;2.5;110;0
201608250100;14.7;85.7;2.7;97;0
201608250200;13.9;87.9;2.3;106;0
201608250300;13.3;89.9;2.2;98;0
201608250400;12.5;92.8;1.7;84;0
201608250500;12.5;93.8;1.7;204;56
201608250600;15.2;89.0;1.9;245;209
201608250700;18.8;75.8;2.1;98;372
201608250800;21.4;64.9;2.4;58;528
201608250900;22.9;61.6;2.5;78;663
201608251000;24.9;56.4;2.3;67;761
201608251100;26.2;48.9;2.7;59;811
201608251200;27.8;43.8;2.4;65;806
201608251300;29.1;42.6;2.6;61;747
201608251400;29.8;39.2;2.8;54;641
201608251500;30.3;38.6;3.1;74;501
201608251600;30.0;40.2;3.3;70;342
201608251700;29.1;43.4;3.1;70;180
201608251800;26.9;53.0;2.6;79;29
201608251900;23.8;64.4;2.3;114;0
201608252000;22.4;70.4;2.1;112;0
201608252100;21.0;75.9;2.1;136;0
201608252200;20.2;76.8;2.0;148;0
201608252300;19.5;78.9;1.9;154;0
201608260000;18.8;85.3;1.5;196;0
201608260100;17.7;91.2;1.5;229;0
201608260200;17.5;90.2;1.9;251;0
201608260300;17.0;92.1;1.3;248;0
201608260400;17.1;90.7;1.4;238;0
201608260500;16.4;93.1;2.6;232;52
201608260600;18.3;87.6;1.9;238;205
201608260700;21.7;76.3;1.7;295;367
201608260800;25.1;63.3;2.1;311;523
201608260900;27.4;53.5;2.0;316;658
201608261000;29.1;45.3;1.8;354;757
201608261100;30.1;40.1;1.8;318;806
201608261200;31.0;36.3;2.4;350;781
201608261300;31.0;33.7;2.2;332;669
201608261400;31.1;35.2;2.5;349;389
201608261500;31.6;33.7;2.8;335;299
201608261600;30.9;36.9;2.3;5;260
201608261700;30.1;39.3;2.4;30;172
201608261800;28.6;44.1;1.6;31;24
201608261900;24.6;59.4;1.4;15;0
201608262000;22.0;67.3;0.8;89;0
201608262100;21.1;69.3;1.2;87;0
201608262200;19.6;75.4;1.0;45;0
201608262300;19.0;77.5;1.0;21;0
201608270000;18.2;80.2;1.2;245;0
201608270100;18.0;80.7;0.7;89;0
201608270200;17.6;83.4;1.1;134;0
201608270300;17.0;85.9;1.2;137;0
201608270400;16.6;87.3;1.4;157;0
201608270500;16.1;88.7;1.4;112;48
201608270600;18.5;82.7;1.0;151;201
201608270700;22.3;74.4;1.3;170;362
201608270800;25.4;62.5;1.5;104;519
201608270900;28.2;50.3;1.8;59;653
201608271000;29.3;44.1;2.1;32;752
201608271100;30.4;35.9;1.9;24;793
201608271200;30.9;32.3;1.2;78;753
201608271300;31.5;27.7;1.8;103;704
201608271400;31.0;34.5;1.5;26;464
201608271500;31.7;31.4;1.7;27;407
201608271600;30.5;36.2;2.1;31;288
201608271700;30.5;35.3;2.2;42;57
201608271800;26.8;47.0;1.9;360;7
201608271900;24.8;53.8;1.7;100;0
201608272000;23.7;58.1;1.8;241;0
201608272100;22.4;63.5;1.3;218;0
201608272200;21.5;64.7;1.8;221;0
201608272300;21.1;65.3;1.8;212;0
201608280000;20.2;71.7;2.0;225;0
201608280100;19.6;73.6;1.9;239;0
201608280200;19.5;74.3;3.1;236;0
201608280300;19.1;73.2;3.4;243;0
201608280400;22.2;63.1;3.6;216;0
201608280500;21.3;65.3;2.8;174;14
201608280600;18.9;75.7;3.0;235;196
201608280700;22.5;65.6;2.1;210;354
201608280800;24.7;55.4;2.6;1;428
201608280900;26.6;50.8;3.4;284;637
201608281000;28.6;44.9;3.1;262;738
201608281100;30.0;34.5;3.0;248;783
201608281200;30.0;34.8;3.1;220;711
201608281300;29.7;33.6;4.7;266;416
201608281400;29.7;38.9;3.6;312;290
201608281500;30.2;34.2;4.2;291;119
201608281600;29.2;35.8;3.6;306;49
201608281700;28.2;35.8;3.5;274;21
201608281800;25.8;48.9;3.3;267;2
201608281900;23.8;58.7;3.7;267;0
201608282000;22.8;62.1;3.6;269;0
201608282100;21.3;67.9;2.9;266;0
201608282200;19.9;74.4;3.9;278;0
201608282300;20.0;66.2;3.8;278;0
201608290000;19.5;70.8;3.7;264;0
201608290100;19.1;73.6;2.6;262;0
201608290200;18.1;78.4;2.8;261;0
201608290300;17.3;82.0;2.4;249;0
201608290400;17.0;83.9;2.6;249;0
201608290500;16.4;85.7;2.6;253;4
201608290600;17.8;83.4;2.8;251;21
201608290700;18.9;77.3;3.2;251;39
201608290800;20.4;69.7;3.5;253;55
201608290900;20.5;66.7;4.0;262;103
201608291000;21.2;61.6;3.7;264;82
201608291100;21.8;57.9;3.8;272;229
201608291200;22.0;54.6;4.1;267;100
201608291300;23.1;53.2;4.5;280;101
201608291400;23.3;47.4;4.7;289;76
201608291500;22.6;51.1;4.4;291;56
201608291600;22.0;47.8;4.4;303;52
201608291700;21.3;47.6;4.2;292;31
201608291800;20.0;49.1;2.8;300;1
201608291900;17.6;57.4;1.9;299;0
201608292000;18.0;60.8;2.0;290;0
201608292100;16.4;69.7;2.0;304;0
201608292200;16.1;73.7;1.7;327;0
201608292300;15.1;78.9;1.7;341;0
201608300000;13.6;85.4;1.6;351;0
201608300100;13.3;87.7;1.5;5;0
201608300200;12.8;90.0;1.1;351;0
201608300300;12.4;92.1;1.4;7;0
201608300400;12.6;93.7;1.7;16;0
201608300500;12.8;93.9;1.0;75;10
201608300600;14.1;89.6;1.5;48;187
201608300700;16.2;79.5;2.0;59;349
201608300800;17.5;75.5;3.1;65;504
201608300900;19.0;68.2;3.3;52;584
201608301000;20.3;62.3;4.4;48;526
201608301100;21.0;59.0;4.2;68;104
201608301200;22.0;56.0;3.5;54;133
201608301300;22.3;53.2;4.2;54;286
201608301400;23.0;49.4;3.9;56;472
201608301500;22.7;47.7;4.2;60;445
201608301600;22.8;48.4;4.1;45;313
201608301700;22.1;49.7;4.2;35;158
201608301800;20.8;55.0;3.2;50;8
201608301900;19.3;60.3;2.5;57;0
201608302000;18.7;61.5;2.7;69;0
201608302100;16.7;69.9;2.3;70;0
201608302200;15.4;74.8;1.7;64;0
201608302300;14.0;80.2;1.9;61;0
201608310000;13.7;84.1;1.8;83;0
201608310100;13.1;86.2;1.7;66;0
201608310200;12.8;88.4;1.1;64;0
201608310300;12.5;88.2;1.2;64;0
201608310400;12.2;91.6;1.6;1;0
201608310500;11.8;92.8;1.6;34;31
201608310600;13.7;88.2;1.9;74;183
201608310700;16.6;76.4;1.9;82;344
201608310800;18.1;69.8;2.3;91;499
201608310900;19.9;66.1;1.8;106;633
201608311000;21.5;60.1;2.0;106;731
201608311100;22.9;57.5;2.0;51;777
201608311200;24.4;52.8;1.9;326;737
201608311300;25.0;52.7;2.1;286;650
201608311400;25.3;50.1;2.3;319;554
201608311500;24.9;49.7;2.2;293;187
201608311600;25.0;48.9;2.8;320;84
201608311700;23.9;54.4;2.8;323;29
201608311800;22.5;59.8;2.4;314;1
201608311900;20.3;68.7;2.2;307;0
201608312000;18.5;77.4;1.8;298;0
201608312100;17.9;80.7;1.7;257;0
201608312200;17.5;80.2;1.2;267;0
201608312300;16.7;82.2;1.7;262;0
201609010000;17.2;79.6;1.8;271;0
201609010100;17.0;78.7;1.6;242;0
201609010200;15.9;83.7;1.9;240;0
201609010300;15.6;82.5;2.0;245;0
201609010400;15.7;81.5;2.1;265;0
201609010500;15.2;84.3;2.3;267;16
201609010600;16.2;81.7;2.3;261;174
201609010700;18.9;71.1;2.1;271;289
201609010800;20.9;57.3;2.6;277;227
201609010900;21.9;50.6;2.9;302;578
201609011000;22.6;49.2;3.1;319;667
201609011100;23.6;43.7;3.5;306;478
201609011200;23.9;42.3;3.7;275;116
201609011300;24.0;39.5;3.3;313;548
201609011400;24.6;35.0;3.6;305;571
201609011500;24.6;37.0;3.3;301;441
201609011600;24.2;38.8;3.8;313;295
201609011700;23.4;40.7;3.1;300;140
201609011800;21.3;49.7;2.4;303;0
201609011900;19.3;58.0;1.6;292;0
201609012000;16.5;70.0;1.1;266;0
201609012100;16.5;70.3;1.2;292;0
201609012200;15.4;74.5;1.2;250;0
201609012300;14.4;79.2;1.4;249;0
201609020000;14.1;79.2;1.6;244;0
201609020100;13.7;81.2;1.7;244;0
201609020200;12.6;85.1;1.9;229;0
201609020300;12.7;85.0;1.0;267;0
201609020400;12.2;85.4;1.6;252;0
201609020500;11.8;89.3;1.5;248;3
201609020600;13.0;87.0;1.6;245;122
201609020700;16.2;79.2;1.5;206;229
201609020800;19.3;65.2;1.4;101;486
201609020900;21.6;52.7;1.6;178;614
201609021000;23.0;48.4;2.3;256;623
201609021100;24.4;41.7;2.6;320;498
201609021200;24.2;41.4;2.4;286;88
201609021300;24.5;43.3;2.8;313;76
201609021400;24.9;43.2;2.9;302;65
201609021500;24.3;45.9;3.3;329;50
201609021600;23.8;45.3;3.4;303;34
201609021700;23.0;47.7;2.9;317;16
201609021800;21.1;52.2;2.5;291;0
201609021900;18.0;66.0;2.3;278;0
201609022000;16.5;70.8;2.4;264;0
201609022100;15.3;75.4;1.5;253;0
201609022200;15.0;76.5;1.9;240;0
201609022300;14.9;78.1;2.0;253;0
201609030000;14.5;78.8;1.7;235;0
201609030100;14.4;79.8;1.6;253;0
201609030200;14.0;81.4;1.6;234;0
201609030300;13.5;81.7;2.2;205;0
201609030400;12.9;83.1;1.8;218;0
201609030500;12.6;84.4;2.3;240;2
201609030600;13.7;84.4;2.0;229;18
201609030700;15.5;79.9;1.9;236;38
201609030800;18.7;68.4;2.3;230;63
201609030900;22.1;51.1;2.2;221;105
201609031000;23.6;46.3;2.4;234;77
201609031100;24.0;42.4;2.3;229;83
201609031200;24.6;43.0;2.6;290;82
201609031300;25.0;39.8;2.8;279;76
201609031400;24.9;43.0;3.0;303;64
201609031500;25.0;41.0;2.6;287;49
201609031600;24.7;41.0;2.7;261;33
201609031700;24.8;41.9;2.4;261;15
201609031800;22.2;50.7;1.8;241;0
201609031900;20.6;56.3;1.8;220;0
201609032000;18.5;64.9;2.1;231;0
201609032100;17.4;67.9;2.0;238;0
201609032200;16.4;70.6;2.7;243;0
201609032300;15.5;74.8;2.3;266;0
201609040000;15.1;76.8;2.6;224;0
201609040100;15.4;75.1;2.3;228;0
201609040200;14.2;80.1;2.4;227;0
201609040300;13.7;81.1;2.4;224;0
201609040400;13.8;78.4;2.6;222;0
201609040500;13.8;82.1;2.3;223;2
201609040600;15.2;83.1;2.8;222;18
201609040700;16.4;77.8;2.4;217;35
201609040800;19.4;64.9;3.3;239;52
201609040900;21.4;56.3;3.5;257;66
201609041000;21.4;53.9;4.1;252;77
201609041100;21.2;54.3;3.7;264;82
201609041200;22.5;50.8;3.6;230;81
201609041300;23.1;46.4;3.7;226;75
201609041400;23.0;40.3;4.3;240;64
201609041500;21.3;45.8;5.6;246;49
201609041600;17.2;74.3;8.2;244;32
201609041700;15.8;85.4;6.2;234;15
201609041800;15.4;89.3;5.5;229;0
201609041900;15.5;88.1;5.6;229;0
201609042000;15.4;88.3;5.4;231;0
201609042100;16.0;83.0;6.2;242;0
201609042200;15.9;83.2;5.5;250;0
201609042300;15.3;84.9;5.8;262;0
201609050000;15.2;81.9;4.2;264;0
201609050100;14.7;83.9;4.8;267;0
201609050200;14.6;80.8;4.5;257;0
201609050300;14.3;81.6;4.5;263;0
201609050400;13.6;83.1;3.8;272;0
201609050500;13.5;84.9;3.8;276;1
201609050600;13.9;83.0;4.2;263;17
201609050700;14.3;82.1;5.2;262;35
201609050800;14.8;79.4;4.8;264;51
201609050900;15.5;75.0;5.3;262;66
201609051000;16.0;73.2;4.7;257;76
201609051100;16.3;71.0;4.6;263;83
201609051200;17.6;64.6;4.3;260;188
201609051300;18.1;61.7;4.3;259;196
201609051400;18.2;61.2;3.6;270;90
201609051500;18.3;60.7;3.6;278;59
201609051600;18.3;61.2;3.9;273;36
201609051700;17.6;63.7;3.3;272;15
201609051800;16.7;69.2;2.9;267;0
201609051900;15.7;74.6;1.5;270;0
201609052000;14.6;80.0;2.3;264;0
201609052100;13.0;86.3;2.4;265;0
201609052200;12.0;90.5;1.9;255;0
201609052300;11.2;91.9;1.8;249;0
201609060000;11.0;94.4;1.8;278;0
201609060100;11.0;95.8;1.7;303;0
201609060200;10.6;98.0;2.0;283;0
201609060300;9.8;97.8;1.5;286;0
201609060400;9.3;98.6;1.3;292;0
201609060500;9.4;99.7;1.0;28;6
201609060600;10.6;98.5;0.9;72;156
201609060700;13.5;88.8;0.8;79;315
201609060800;16.3;78.1;1.5;77;469
201609060900;17.6;69.7;2.1;76;602
201609061000;20.0;60.3;2.8;76;698
201609061100;20.1;55.5;3.5;80;745
201609061200;20.7;52.8;3.8;52;738
201609061300;21.2;49.6;3.4;55;682
201609061400;20.9;52.2;3.8;61;579
201609061500;21.7;49.8;3.5;43;441
201609061600;21.6;49.8;3.2;35;285
201609061700;20.8;51.3;3.5;33;117
201609061800;19.2;56.9;2.3;51;0
201609061900;16.6;67.6;1.8;72;0
201609062000;15.5;72.1;1.9;80;0
201609062100;14.3;75.4;2.2;80;0
201609062200;13.3;78.3;2.3;87;0
201609062300;13.4;78.4;2.1;89;0
201609070000;13.0;79.5;2.4;72;0
201609070100;11.9;83.5;1.8;80;0
201609070200;11.6;83.5;2.5;78;0
201609070300;12.3;81.3;2.9;102;0
201609070400;11.8;82.1;3.3;93;0
201609070500;12.3;84.1;3.4;86;2
201609070600;12.8;83.5;3.6;68;151
201609070700;14.9;78.5;4.0;81;309
201609070800;15.9;76.2;4.2;84;459
201609070900;16.7;72.9;5.0;91;586
201609071000;17.1;70.7;4.9;91;679
201609071100;18.7;66.1;5.1;85;742
201609071200;19.4;60.2;3.6;81;737
201609071300;20.8;55.7;4.0;97;679
