time UTC [yyyymmddHHMM]; temperature [deg]; relative humidity [%]; wind speed [m/s]; wind direction [deg]; global radiation [W/m^2]
201602280400;-1.4;86.8;2.8;51;0
201602280500;-1.2;86.8;4.8;32;0
201602280600;-1.2;86.2;4.0;41;0
201602280700;-1.2;86.7;3.4;37;13
201602280800;-0.8;85.2;4.8;44;28
201602280900;-0.3;83.2;4.5;42;41
201602281000;0.5;81.0;5.0;39;51
201602281100;1.2;77.2;4.9;31;55
201602281200;1.7;75.9;4.3;24;508
201602281300;2.2;74.7;4.4;24;49
201602281400;2.7;72.5;4.6;13;39
201602281500;2.9;73.4;5.0;26;26
201602281600;2.9;74.2;4.8;26;11
201602281700;2.7;75.8;4.3;38;0
201602281800;2.6;76.8;4.7;34;0
201602281900;2.4;77.8;4.9;40;0
201602282000;2.1;79.1;5.0;42;0
201602282100;1.7;80.3;4.9;43;0
201602282200;1.4;82.0;4.6;27;0
201602282300;1.2;82.9;4.4;26;0
201602290000;1.1;83.9;4.0;17;0
201602290100;1.1;84.6;4.2;24;0
201602290200;1.1;85.0;4.0;22;0
201602290300;1.1;85.5;4.0;26;0
201602290400;1.2;86.2;4.8;16;0
201602290500;1.2;88.1;5.0;13;0
201602290600;1.2;89.7;5.0;9;0
201602290700;1.1;92.5;5.2;3;14
201602290800;1.2;93.8;4.4;8;29
201602290900;1.4;93.1;4.9;1;42
201602291000;1.6;91.7;4.9;0;51
201602291100;1.6;91.3;5.1;1;56
201602291200;1.5;91.9;4.7;346;515
201602291300;1.3;91.5;5.2;345;50
201602291400;1.3;91.4;5.2;341;40
201602291500;1.2;92.1;5.3;343;26
201602291600;0.8;96.2;4.2;338;11
201602291700;0.4;97.2;4.9;338;0
201602291800;0.3;94.5;3.7;338;0
201602291900;-0.1;95.4;4.6;340;0
201602292000;-0.4;96.7;4.3;338;0
201602292100;-0.7;96.4;3.3;339;0
201602292200;-0.9;95.5;3.4;325;0
201602292300;-1.0;94.7;3.1;315;0
201603010000;-1.1;95.3;2.8;313;0
201603010100;-1.2;93.5;2.7;316;0
201603010200;-1.2;94.5;2.1;294;0
201603010300;-1.2;94.3;2.5;283;0
201603010400;-1.2;92.8;2.7;294;0
201603010500;-1.2;91.9;2.3;286;0
201603010600;-1.2;93.4;2.7;266;0
201603010700;-1.6;93.6;2.1;255;93
201603010800;-0.6;90.1;2.1;249;117
201603010900;0.6;83.3;2.4;236;348
201603011000;1.4;78.5;3.0;244;71
201603011100;2.3;74.9;3.0;237;73
201603011200;3.5;71.5;3.8;235;75
201603011300;4.4;68.2;3.9;234;191
201603011400;4.9;68.1;4.4;226;166
201603011500;5.0;66.7;4.4;216;28
201603011600;4.7;65.8;4.2;227;12
201603011700;4.0;71.0;3.0;215;0
201603011800;3.7;70.7;3.2;217;0
201603011900;3.4;71.3;4.3;233;0
201603012000;2.4;73.8;4.1;228;0
201603012100;1.5;84.4;4.0;217;0
201603012200;0.9;92.0;4.2;219;0
201603012300;1.2;91.6;4.3;215;0
201603020000;1.8;89.2;4.3;216;0
201603020100;2.3;89.7;4.1;220;0
201603020200;2.5;91.3;4.4;219;0
201603020300;3.1;89.9;4.5;223;0
201603020400;3.1;91.9;4.3;221;0
201603020500;3.6;91.1;4.5;218;0
201603020600;3.9;91.2;3.8;211;0
201603020700;4.5;90.4;4.5;198;15
201603020800;5.3;87.6;3.9;211;30
201603020900;5.8;86.5;4.4;220;43
201603021000;5.7;90.1;5.2;213;53
201603021100;6.4;87.9;5.6;216;57
201603021200;6.8;87.0;5.1;228;57
201603021300;5.0;88.8;4.1;252;51
201603021400;4.0;91.3;5.9;275;41
201603021500;1.7;92.5;5.3;277;27
201603021600;1.1;94.3;3.1;261;12
201603021700;1.3;95.0;4.2;219;0
201603021800;1.5;92.5;3.9;228;0
201603021900;1.4;90.2;4.3;216;0
201603022000;1.2;88.5;3.8;211;0
201603022100;1.1;87.8;3.7;204;0
201603022200;0.9;88.4;4.0;213;0
201603022300;0.6;92.7;3.9;245;0
201603030000;0.6;91.9;4.3;246;0
201603030100;0.7;88.3;3.6;248;0
201603030200;0.4;91.4;3.7;244;0
201603030300;0.2;91.0;3.1;235;0
201603030400;-0.1;92.8;3.4;235;0
201603030500;-0.3;90.0;3.0;216;0
201603030600;-0.5;91.2;2.6;204;0
201603030700;-0.3;87.7;2.7;209;138
201603030800;0.3;85.5;2.6;189;119
201603030900;1.0;81.5;4.1;192;48
201603031000;2.1;78.5;5.0;204;76
201603031100;3.0;79.7;4.6;215;58
201603031200;2.5;85.3;3.0;212;58
201603031300;2.8;88.0;3.5;224;52
201603031400;3.1;84.4;2.8;224;42
201603031500;3.4;84.3;3.5;248;28
201603031600;2.4;87.2;2.7;253;14
201603031700;1.8;88.5;3.2;274;0
201603031800;1.5;92.0;3.2;272;0
201603031900;1.3;92.1;2.9;271;0
201603032000;1.3;92.6;2.8;268;0
201603032100;1.3;93.0;2.6;259;0
201603032200;1.1;92.4;3.1;260;0
201603032300;1.2;92.4;2.7;256;0
201603040000;1.2;92.5;2.6;236;0
201603040100;0.7;93.4;2.1;238;0
201603040200;0.5;90.8;2.4;226;0
201603040300;-0.4;94.4;1.5;224;0
201603040400;-0.8;94.1;1.7;196;0
201603040500;-0.7;92.2;1.5;189;0
201603040600;-0.8;90.7;2.0;160;1
201603040700;-0.5;88.6;2.7;145;16
201603040800;0.2;84.7;2.6;142;31
201603040900;1.0;80.3;3.9;146;44
201603041000;1.6;78.0;5.2;148;54
201603041100;2.7;74.1;4.8;152;59
201603041200;4.2;68.1;4.7;151;58
201603041300;4.4;61.4;4.5;159;52
201603041400;3.6;66.6;4.5;175;42
201603041500;1.9;90.8;5.2;169;29
201603041600;2.5;90.7;4.0;173;13
201603041700;2.9;89.3;3.6;163;0
201603041800;3.1;87.5;4.1;162;0
201603041900;3.3;86.7;3.4;168;0
201603042000;3.3;88.2;3.4;173;0
201603042100;3.2;88.7;3.8;174;0
201603042200;3.1;91.1;3.2;187;0
201603042300;3.4;90.4;2.3;183;0
201603050000;3.7;86.8;2.0;189;0
201603050100;3.3;89.4;2.5;179;0
201603050200;3.1;91.2;1.9;200;0
201603050300;2.9;92.3;2.0;215;0
201603050400;3.0;91.6;2.5;225;0
201603050500;3.3;90.1;1.8;226;0
201603050600;2.5;91.2;2.2;213;1
201603050700;2.8;91.8;1.5;222;16
201603050800;3.8;89.1;1.4;217;32
201603050900;4.3;86.4;1.6;224;45
201603051000;4.4;86.2;3.1;242;54
201603051100;4.6;84.9;2.2;243;59
201603051200;4.8;83.9;1.8;218;59
201603051300;4.5;83.5;2.6;210;53
201603051400;4.2;84.1;2.3;189;43
201603051500;4.3;85.3;2.6;194;29
201603051600;4.1;83.7;1.7;208;14
201603051700;3.5;86.7;1.8;237;0
201603051800;2.6;92.2;1.0;213;0
201603051900;2.1;93.5;1.5;74;0
201603052000;1.7;94.5;1.1;201;0
201603052100;1.2;94.6;1.6;226;0
201603052200;1.0;95.6;1.3;215;0
201603052300;0.8;94.5;1.9;227;0
201603060000;1.1;94.6;2.8;228;0
201603060100;1.4;93.0;2.4;231;0
201603060200;1.4;92.6;3.0;257;0
201603060300;1.3;91.7;2.9;253;0
201603060400;0.7;93.8;3.1;249;0
201603060500;0.5;94.3;5.3;253;0
201603060600;0.2;88.2;4.7;246;1
201603060700;0.3;89.1;3.1;239;17
201603060800;0.9;88.1;3.3;222;32
201603060900;1.3;86.7;4.9;218;45
201603061000;1.8;85.3;5.2;228;56
201603061100;3.2;80.6;6.0;230;62
201603061200;3.4;78.7;5.9;231;60
201603061300;3.7;74.7;6.2;235;54
201603061400;3.3;73.6;6.6;245;43
201603061500;3.0;74.0;5.6;251;30
201603061600;2.9;76.5;5.1;237;15
201603061700;2.4;78.9;4.7;236;0
201603061800;1.6;82.5;4.0;238;0
201603061900;0.7;85.8;2.8;240;0
201603062000;0.1;88.5;3.0;239;0
201603062100;0.5;88.1;3.4;228;0
201603062200;0.6;87.3;3.1;224;0
201603062300;0.8;85.7;3.2;219;0
201603070000;0.8;84.6;3.0;224;0
201603070100;0.6;86.9;2.9;235;0
201603070200;0.4;87.8;2.4;236;0
201603070300;-0.1;88.8;2.4;238;0
201603070400;-0.4;89.7;2.2;227;0
201603070500;-0.7;91.7;1.7;228;0
201603070600;-1.1;92.0;1.6;221;9
201603070700;-0.7;90.9;1.3;220;146
201603070800;0.7;83.1;1.7;193;298
201603070900;2.1;72.2;1.9;224;413
201603071000;3.0;64.9;2.3;225;255
201603071100;3.6;62.2;2.3;192;218
201603071200;3.6;61.8;2.7;203;163
201603071300;4.9;54.5;3.9;297;183
201603071400;4.6;53.0;2.8;116;53
201603071500;4.5;57.7;2.6;173;33
201603071600;4.4;56.3;1.8;335;17
201603071700;3.3;65.5;2.6;17;0
201603071800;2.0;77.5;2.0;2;0
201603071900;1.1;84.3;1.7;333;0
201603072000;0.5;86.7;1.8;344;0
201603072100;-0.2;93.0;2.1;352;0
201603072200;-0.3;93.2;1.9;335;0
201603072300;-0.1;94.3;1.8;349;0
201603080000;-0.2;95.5;1.4;10;0
201603080100;-0.4;94.6;1.4;321;0
201603080200;-0.3;94.8;1.9;283;0
201603080300;-0.4;94.9;1.4;352;0
201603080400;-0.3;94.6;1.3;337;0
201603080500;-0.3;94.9;1.4;346;0
201603080600;-0.2;95.4;1.0;310;2
201603080700;-0.1;94.0;0.9;335;19
201603080800;0.6;88.6;1.1;8;36
201603080900;0.9;88.4;1.1;306;48
201603081000;1.6;84.6;1.5;273;57
201603081100;2.2;80.5;1.3;274;65
201603081200;2.6;77.3;1.9;304;70
201603081300;3.4;70.8;2.8;294;176
201603081400;2.8;75.9;3.1;313;52
201603081500;2.3;81.5;2.6;337;39
201603081600;1.6;84.1;2.5;312;19
201603081700;1.2;88.3;2.4;302;0
201603081800;0.4;92.2;2.1;272;0
201603081900;-0.2;93.0;1.4;279;0
201603082000;-0.1;94.2;1.3;234;0
201603082100;-0.4;95.6;1.2;240;0
201603082200;-0.8;96.9;1.4;257;0
201603082300;-1.5;97.6;1.3;238;0
201603090000;-1.8;97.2;1.3;215;0
201603090100;-2.6;97.8;0.6;149;0
201603090200;-2.6;98.1;0.8;152;0
201603090300;-3.0;98.1;1.1;138;0
201603090400;-3.1;98.2;1.0;137;0
201603090500;-3.7;98.8;1.3;178;0
201603090600;-4.2;97.7;1.4;170;25
201603090700;-3.9;98.8;1.7;143;137
201603090800;-2.4;97.4;1.9;136;308
201603090900;-0.6;90.6;2.8;118;437
201603091000;1.3;77.1;3.1;128;522
201603091100;2.8;71.4;4.3;121;565
201603091200;3.4;68.8;4.8;105;505
201603091300;3.1;70.0;4.8;115;231
201603091400;3.3;67.7;4.4;107;377
201603091500;3.3;67.0;4.2;91;282
201603091600;3.2;66.1;3.9;101;147
201603091700;2.1;73.8;3.9;89;2
201603091800;0.4;84.1;2.7;85;0
201603091900;-0.5;86.9;1.9;90;0
201603092000;-1.1;89.8;1.2;106;0
201603092100;-1.2;91.8;1.2;109;0
201603092200;-1.8;92.5;1.1;230;0
201603092300;-2.5;94.6;1.4;222;0
201603100000;-2.3;94.9;1.1;208;0
201603100100;-2.6;95.4;1.1;253;0
201603100200;-2.9;95.6;0.8;198;0
201603100300;-3.2;94.7;1.5;236;0
201603100400;-3.3;96.3;1.0;48;0
201603100500;-3.6;95.0;0.9;280;0
201603100600;-3.2;95.5;0.9;107;26
201603100700;-1.7;95.4;0.4;137;163
201603100800;0.5;89.5;0.7;40;310
201603100900;3.6;77.8;1.5;83;444
201603101000;5.4;63.3;1.9;42;535
201603101100;6.4;59.8;2.4;37;581
201603101200;6.7;57.0;2.5;5;568
201603101300;7.7;52.6;2.3;348;512
201603101400;7.7;50.9;2.8;4;424
201603101500;7.6;51.8;3.8;0;296
201603101600;7.2;53.9;3.9;356;152
201603101700;6.1;58.8;3.2;347;5
201603101800;4.6;68.6;2.8;350;0
201603101900;3.0;79.4;2.5;355;0
201603102000;2.3;81.8;1.9;15;0
201603102100;1.4;85.9;1.7;15;0
201603102200;0.4;91.1;1.2;15;0
201603102300;0.3;89.9;1.3;23;0
201603110000;0.2;93.1;1.2;39;0
201603110100;-0.6;93.8;1.2;33;0
201603110200;-0.8;94.5;1.8;21;0
201603110300;-1.2;95.8;0.9;61;0
201603110400;-2.5;97.1;1.4;38;0
201603110500;-2.8;98.5;1.4;9;0
201603110600;-2.7;98.9;1.0;17;26
201603110700;-1.6;98.2;1.1;33;181
201603110800;-0.6;95.7;1.9;48;297
201603110900;0.0;94.4;2.1;71;83
201603111000;0.3;95.5;1.6;77;60
201603111100;1.1;96.0;2.0;68;77
201603111200;2.0;88.2;2.6;37;273
201603111300;3.5;81.9;3.1;50;497
201603111400;4.4;79.4;3.0;37;405
201603111500;5.7;75.4;3.5;34;78
201603111600;5.8;75.4;3.4;29;17
201603111700;5.8;75.7;3.0;40;1
201603111800;5.5;74.3;3.4;46;0
201603111900;5.1;74.1;3.1;37;0
201603112000;4.8;74.3;3.6;47;0
201603112100;4.5;74.7;4.1;44;0
201603112200;4.0;75.3;3.1;52;0
201603112300;3.6;76.0;3.4;47;0
201603120000;3.1;76.9;3.5;53;0
201603120100;2.9;77.8;3.7;45;0
201603120200;2.6;79.1;2.9;47;0
201603120300;2.2;81.3;3.1;48;0
201603120400;1.8;83.2;2.9;36;0
201603120500;1.5;85.7;2.9;35;0
201603120600;1.2;86.8;2.6;34;6
201603120700;1.2;87.7;2.8;28;20
201603120800;1.5;87.4;3.3;32;37
201603120900;2.4;83.7;3.4;45;54
201603121000;3.1;81.0;3.6;47;69
201603121100;4.7;74.2;3.6;48;360
201603121200;6.3;67.6;4.0;49;526
201603121300;7.0;62.9;4.0;39;344
201603121400;6.9;62.9;4.3;35;47
201603121500;6.5;63.0;4.4;22;33
201603121600;6.3;62.5;4.2;29;46
201603121700;5.9;64.4;4.4;20;2
201603121800;4.9;68.4;3.8;18;0
201603121900;4.4;69.8;4.0;23;0
201603122000;3.9;71.6;3.0;15;0
201603122100;3.5;73.5;3.2;18;0
201603122200;3.1;75.2;2.5;21;0
201603122300;2.9;77.0;2.8;22;0
201603130000;2.4;81.0;3.0;33;0
201603130100;2.3;84.6;3.4;36;0
201603130200;2.2;87.9;4.1;33;0
201603130300;2.2;89.9;4.5;44;0
201603130400;2.0;89.1;4.3;43;0
201603130500;1.8;88.4;5.1;46;0
201603130600;1.7;87.8;4.7;46;5
201603130700;1.8;88.4;5.1;44;21
201603130800;1.9;87.2;5.9;47;36
201603130900;2.3;84.9;6.1;53;50
201603131000;3.2;81.6;5.9;51;60
201603131100;4.1;79.3;6.1;48;145
201603131200;5.2;74.3;6.9;53;76
201603131300;5.8;72.0;6.5;54;74
201603131400;6.2;70.4;7.0;52;96
201603131500;6.5;70.2;6.8;49;34
201603131600;6.6;66.0;6.9;57;18
201603131700;6.3;67.5;5.9;58;2
201603131800;6.0;70.4;5.8;57;0
201603131900;5.9;70.9;5.2;57;0
201603132000;5.2;74.2;6.4;56;0
201603132100;4.8;76.9;6.4;57;0
201603132200;4.2;79.1;5.4;63;0
201603132300;3.7;80.7;5.1;61;0
201603140000;3.2;82.4;5.4;62;0
201603140100;2.3;85.0;5.5;59;0
201603140200;1.4;89.0;5.0;57;0
201603140300;1.0;90.3;5.7;57;0
201603140400;0.8;89.0;5.3;55;0
201603140500;0.7;89.3;5.0;56;0
201603140600;0.5;89.6;4.8;61;17
201603140700;0.7;86.8;4.7;63;106
201603140800;1.6;80.5;4.9;69;326
201603140900;3.0;72.9;6.1;82;467
201603141000;4.2;64.7;6.2;78;558
201603141100;4.9;60.6;6.4;77;592
201603141200;5.8;55.8;5.7;76;578
201603141300;6.9;52.9;6.1;57;547
201603141400;7.6;51.0;6.3;60;448
201603141500;7.6;49.3;5.5;61;312
201603141600;7.3;50.8;5.9;61;171
201603141700;6.4;53.6;5.2;63;22
201603141800;4.8;59.2;3.3;58;0
201603141900;4.0;61.0;3.2;58;0
201603142000;3.2;64.1;1.2;82;0
201603142100;1.1;70.6;1.5;75;0
201603142200;0.2;75.9;1.8;61;0
201603142300;-0.3;77.3;1.5;74;0
201603150000;-1.2;82.7;1.3;72;0
201603150100;-1.0;83.2;1.1;78;0
201603150200;-1.7;85.0;1.3;85;0
201603150300;-2.8;89.5;1.0;82;0
201603150400;-3.0;91.4;0.9;57;0
201603150500;-3.1;91.3;0.9;46;0
201603150600;-2.6;91.7;0.6;127;6
201603150700;-1.2;90.8;0.6;120;22
201603150800;0.3;83.9;0.4;97;38
201603150900;2.3;78.2;1.2;4;51
201603151000;3.9;69.5;1.3;40;61
201603151100;4.8;61.9;1.9;45;66
201603151200;3.7;65.3;3.0;26;66
201603151300;0.8;94.3;2.8;44;60
201603151400;0.5;97.7;2.2;16;49
201603151500;0.5;97.3;3.1;15;35
201603151600;0.4;98.2;3.8;40;19
201603151700;0.6;98.7;4.4;50;3
201603151800;0.8;98.1;3.4;63;0
201603151900;0.9;97.1;2.9;54;0
201603152000;1.0;97.0;3.4;55;0
201603152100;1.0;96.5;4.2;59;0
201603152200;0.8;95.7;3.8;53;0
201603152300;0.3;96.4;3.6;59;0
201603160000;0.1;95.6;4.5;60;0
201603160100;0.2;95.9;4.0;53;0
201603160200;0.2;97.4;5.0;57;0
201603160300;0.2;93.2;4.9;57;0
201603160400;0.1;92.9;5.3;60;0
201603160500;0.1;90.9;5.2;59;0
201603160600;0.3;89.2;5.5;64;6
201603160700;0.5;85.8;6.8;68;24
201603160800;0.6;79.1;7.7;69;42
201603160900;1.1;72.1;7.9;73;52
201603161000;1.6;73.6;7.9;75;62
201603161100;2.0;72.2;7.7;76;67
201603161200;3.2;69.2;7.7;81;548
201603161300;4.9;60.2;7.4;79;549
201603161400;6.2;57.2;7.9;73;456
201603161500;6.5;53.2;6.9;87;329
201603161600;6.9;51.4;7.3;76;181
201603161700;6.1;55.6;6.2;79;28
201603161800;4.8;59.8;5.2;77;0
201603161900;3.5;65.9;3.9;71;0
201603162000;3.0;67.8;4.3;66;0
201603162100;2.5;72.0;4.0;66;0
201603162200;1.7;76.6;3.7;67;0
201603162300;1.1;81.1;3.1;65;0
201603170000;-0.0;84.7;3.0;54;0
201603170100;-0.8;88.7;3.0;54;0
201603170200;-1.5;90.0;2.3;58;0
201603170300;-1.9;92.6;2.0;64;0
201603170400;-2.7;93.8;1.7;32;0
201603170500;-2.6;95.4;1.7;357;0
201603170600;-2.9;96.9;1.5;356;62
201603170700;-1.3;93.1;1.6;39;212
201603170800;0.9;86.3;1.9;80;358
201603170900;2.5;80.1;2.2;97;486
201603171000;4.1;72.6;2.1;94;579
201603171100;6.2;66.4;2.3;71;626
201603171200;7.9;59.3;2.5;69;621
201603171300;9.0;56.1;2.3;64;566
201603171400;9.8;50.9;2.7;54;466
201603171500;10.4;48.6;2.6;42;334
201603171600;10.2;47.7;3.5;24;186
201603171700;9.4;50.7;2.7;37;37
201603171800;7.7;57.5;2.3;9;0
201603171900;5.7;66.2;1.5;16;0
201603172000;3.5;75.6;0.9;11;0
201603172100;2.1;81.7;0.7;327;0
201603172200;1.6;84.2;1.0;315;0
201603172300;0.5;88.2;1.0;4;0
201603180000;0.4;89.0;0.6;298;0
201603180100;-0.7;91.6;1.2;283;0
201603180200;-1.5;94.5;1.2;26;0
201603180300;-1.4;95.6;0.9;243;0
201603180400;-1.8;96.9;1.0;257;0
201603180500;-1.9;96.6;0.9;350;0
201603180600;-2.2;96.1;1.2;183;66
201603180700;-0.0;94.6;0.9;269;217
201603180800;3.4;84.6;0.7;333;364
201603180900;7.1;66.7;1.2;112;492
201603181000;9.8;55.7;1.3;336;585
201603181100;10.8;50.0;2.0;359;632
201603181200;11.6;45.1;1.7;352;628
201603181300;12.5;41.8;2.6;352;572
201603181400;12.8;39.0;2.7;341;472
201603181500;12.5;38.6;3.6;321;340
201603181600;12.2;40.5;3.4;318;191
201603181700;11.0;39.6;2.6;319;40
201603181800;8.5;50.4;1.9;312;0
201603181900;5.1;65.2;1.7;300;0
201603182000;3.7;71.4;1.1;267;0
201603182100;3.7;72.8;0.8;257;0
201603182200;3.2;75.3;0.5;274;0
201603182300;1.7;81.5;1.0;257;0
201603190000;1.3;83.3;0.8;242;0
201603190100;0.5;83.9;0.7;356;0
201603190200;0.2;84.5;0.8;275;0
201603190300;-0.3;87.4;0.9;278;0
201603190400;-0.9;89.5;0.7;329;0
201603190500;-1.3;94.5;1.7;273;0
201603190600;-1.7;95.3;1.6;267;40
201603190700;-0.7;95.2;1.8;299;202
201603190800;0.5;94.0;1.8;6;231
201603190900;1.3;93.3;2.5;12;87
201603191000;2.1;91.9;2.3;46;94
201603191100;2.8;89.1;2.1;40;97
201603191200;2.9;89.5;2.6;55;106
201603191300;3.7;86.2;2.6;19;144
201603191400;3.8;84.4;2.7;26;165
201603191500;4.1;81.2;3.2;21;161
201603191600;3.8;83.0;3.2;21;190
201603191700;3.1;85.4;2.7;1;7
201603191800;2.8;86.3;2.4;2;0
201603191900;2.8;86.3;1.7;354;0
201603192000;2.7;86.3;1.9;353;0
201603192100;2.6;86.6;1.6;329;0
201603192200;2.5;87.5;1.6;40;0
201603192300;2.5;87.4;1.5;34;0
201603200000;2.5;86.5;1.6;57;0
201603200100;2.4;85.6;1.4;76;0
201603200200;2.5;81.2;1.4;88;0
201603200300;2.2;82.5;1.2;53;0
201603200400;2.1;82.5;0.8;171;0
201603200500;2.1;82.4;0.8;115;0
201603200600;1.9;82.9;0.8;11;20
201603200700;2.1;81.4;1.0;353;134
201603200800;2.4;80.8;0.8;29;311
201603200900;3.0;78.5;1.4;34;447
201603201000;4.0;70.7;1.4;15;576
201603201100;5.1;65.8;1.4;39;645
201603201200;6.9;61.7;1.6;5;640
201603201300;8.2;55.5;2.5;19;584
201603201400;8.9;57.1;3.7;352;483
201603201500;7.7;60.6;4.2;3;350
201603201600;6.4;66.4;4.0;4;200
201603201700;4.5;73.0;4.2;351;34
201603201800;3.2;78.8;2.7;339;0
201603201900;2.6;82.0;2.6;328;0
201603202000;2.6;82.4;2.4;335;0
201603202100;2.6;81.8;2.6;20;0
201603202200;2.6;81.7;1.8;39;0
201603202300;2.6;82.1;2.1;51;0
201603210000;2.3;82.7;1.4;54;0
201603210100;1.9;85.9;1.2;115;0
201603210200;1.2;87.9;0.7;314;0
201603210300;1.0;90.3;0.6;273;0
201603210400;1.1;90.1;0.8;2;0
201603210500;1.6;86.8;0.8;342;0
201603210600;1.4;89.3;0.6;51;22
201603210700;2.4;84.9;1.2;3;27
201603210800;3.8;76.6;1.3;85;49
201603210900;5.4;66.7;1.5;51;473
201603211000;6.3;61.6;2.1;79;288
201603211100;6.8;59.4;2.5;1;85
201603211200;7.2;58.5;3.0;12;71
201603211300;7.2;61.4;2.5;1;64
201603211400;7.1;65.5;3.2;354;53
201603211500;7.1;60.6;3.2;333;39
201603211600;6.9;62.4;3.1;325;23
201603211700;6.2;68.8;2.9;326;6
201603211800;5.7;70.9;2.6;320;0
201603211900;5.0;72.4;1.8;313;0
201603212000;4.4;74.8;1.7;316;0
201603212100;4.1;78.9;1.9;312;0
201603212200;4.1;78.3;2.0;322;0
201603212300;3.9;79.0;1.5;318;0
201603220000;3.7;79.4;2.0;308;0
201603220100;3.3;81.5;1.5;272;0
201603220200;3.3;81.6;1.5;268;0
201603220300;2.9;83.9;1.5;257;0
201603220400;2.5;86.4;1.3;253;0
201603220500;2.6;86.9;1.3;314;0
201603220600;2.6;87.2;0.9;295;9
201603220700;3.3;85.0;0.9;323;26
201603220800;4.5;77.9;1.8;305;67
201603220900;5.4;72.4;2.1;352;108
201603221000;6.1;68.4;2.7;3;182
201603221100;6.3;62.7;2.5;2;177
201603221200;7.2;52.2;2.9;11;158
201603221300;7.8;50.6;3.5;356;289
201603221400;8.2;49.0;2.9;359;444
201603221500;8.4;45.4;3.7;357;89
201603221600;8.4;44.8;3.8;359;24
201603221700;7.5;51.6;3.0;4;7
201603221800;6.6;56.4;2.8;3;0
201603221900;5.9;60.5;2.5;359;0
201603222000;4.7;67.3;2.1;0;0
201603222100;4.4;69.4;1.7;4;0
201603222200;3.4;76.4;1.3;344;0
201603222300;3.5;75.8;1.6;6;0
201603230000;3.3;78.9;1.4;8;0
201603230100;3.1;84.2;1.5;357;0
201603230200;3.1;85.0;1.4;356;0
201603230300;2.8;89.7;1.2;349;0
201603230400;2.9;92.0;1.7;325;0
201603230500;3.0;93.0;1.9;350;0
201603230600;3.2;93.3;2.3;350;10
201603230700;3.3;95.3;2.1;0;26
201603230800;3.4;96.7;2.6;5;42
201603230900;3.7;94.0;3.3;12;56
201603231000;4.3;91.8;3.0;8;66
201603231100;5.1;84.7;3.3;4;72
201603231200;4.8;85.9;3.6;3;71
201603231300;6.2;82.2;3.7;357;65
201603231400;5.8;84.6;3.3;342;54
201603231500;5.4;86.5;2.7;340;40
201603231600;5.5;85.7;2.7;330;23
201603231700;5.1;89.7;2.4;322;7
201603231800;5.0;89.9;0.7;351;0
201603231900;4.5;90.7;1.3;316;0
201603232000;4.2;89.5;1.5;299;0
201603232100;3.6;87.8;1.9;304;0
201603232200;3.8;88.3;2.4;312;0
201603232300;3.1;88.4;2.5;310;0
201603240000;2.6;89.8;2.0;295;0
201603240100;1.6;92.8;2.0;278;0
201603240200;0.7;93.0;2.1;278;0
201603240300;0.0;96.7;1.9;260;0
201603240400;0.8;96.5;1.7;254;0
201603240500;1.1;96.2;1.3;260;0
201603240600;1.8;93.5;1.3;263;10
201603240700;2.6;91.2;1.4;250;27
201603240800;3.3;90.4;1.5;266;43
201603240900;4.2;84.0;2.2;269;57
201603241000;5.1;76.3;3.0;256;71
201603241100;6.1;73.6;3.2;250;81
201603241200;6.9;61.3;3.0;263;72
201603241300;7.3;54.8;3.4;286;66
201603241400;7.5;56.0;4.0;282;55
201603241500;7.3;54.5;3.4;268;40
201603241600;7.2;53.9;3.8;285;24
201603241700;6.7;61.0;2.9;275;7
201603241800;4.9;67.8;2.0;267;0
201603241900;4.0;70.3;1.4;256;0
201603242000;3.5;73.8;1.8;255;0
201603242100;3.7;76.7;1.8;239;0
201603242200;4.1;73.5;1.3;245;0
201603242300;4.0;75.2;1.2;231;0
201603250000;3.6;80.7;2.3;240;0
201603250100;3.9;77.3;2.0;238;0
201603250200;4.1;74.4;1.6;245;0
201603250300;4.2;73.6;1.4;229;0
201603250400;3.9;75.9;2.3;234;0
201603250500;3.6;79.8;2.3;237;0
201603250600;3.7;83.6;1.9;230;11
201603250700;4.1;85.7;2.9;224;27
201603250800;4.5;86.8;3.9;219;44
201603250900;5.2;85.5;3.5;222;58
201603251000;5.6;85.4;4.0;221;68
201603251100;5.5;85.2;4.0;224;73
201603251200;5.5;87.6;4.1;222;72
201603251300;5.5;87.0;4.4;229;66
201603251400;5.6;87.0;4.5;239;55
201603251500;5.9;84.5;4.9;242;41
201603251600;5.4;86.8;5.0;249;24
201603251700;5.0;89.3;5.3;246;8
201603251800;5.0;91.5;4.8;247;0
201603251900;5.7;91.5;4.3;250;0
201603252000;5.6;92.6;4.1;250;0
201603252100;5.9;92.6;3.2;246;0
201603252200;5.9;90.8;2.7;253;0
201603252300;5.7;92.4;2.9;266;0
201603260000;5.2;94.2;3.0;265;0
201603260100;5.0;95.2;1.5;278;0
201603260200;4.9;96.2;2.0;280;0
201603260300;4.7;97.2;1.9;261;0
201603260400;3.8;98.5;1.1;279;0
201603260500;2.7;99.2;0.7;250;0
201603260600;2.3;99.1;0.7;188;74
201603260700;3.8;98.0;1.0;171;258
201603260800;6.0;93.2;2.1;169;408
201603260900;7.7;82.2;2.5;203;539
201603261000;8.8;75.5;2.0;215;616
201603261100;10.3;69.8;2.5;181;666
201603261200;11.1;61.7;1.7;193;672
201603261300;12.5;56.6;1.8;176;620
