time UTC [yyyymmddHHMM]; temperature [deg]; relative humidity [%]; wind speed [m/s]; wind direction [deg]; global radiation [W/m^2]
201601091700;5.6;94.7;2.5;225;0
201601091800;5.5;95.3;2.4;221;0
201601091900;4.0;96.0;2.5;190;0
201601092000;3.6;96.7;1.5;188;0
201601092100;2.8;96.0;2.5;171;0
201601092200;3.2;95.8;2.6;213;0
201601092300;3.3;95.9;2.4;191;0
201601100000;3.5;95.0;2.7;180;0
201601100100;3.7;95.5;2.9;173;0
201601100200;3.4;97.1;3.2;175;0
201601100300;3.7;96.9;2.8;195;0
201601100400;4.5;92.6;3.1;198;0
201601100500;3.9;92.6;2.7;206;0
201601100600;4.9;88.6;4.2;235;0
201601100700;4.4;90.2;4.5;219;0
201601100800;4.6;91.4;4.7;208;9
201601100900;5.0;87.2;4.4;212;20
201601101000;5.1;86.4;5.3;210;28
201601101100;5.5;85.6;4.3;214;32
201601101200;6.0;84.0;4.4;214;32
201601101300;6.2;82.9;3.4;214;27
201601101400;6.1;83.2;3.5;181;18
201601101500;5.6;85.0;3.5;177;7
201601101600;5.0;88.1;3.2;166;0
201601101700;4.2;91.3;4.1;174;0
201601101800;3.9;89.9;4.7;201;0
201601101900;3.6;92.3;5.0;201;0
201601102000;3.6;92.4;3.5;205;0
201601102100;3.7;93.3;3.7;228;0
201601102200;4.0;93.0;4.1;223;0
201601102300;4.1;92.5;3.5;225;0
201601110000;3.6;92.9;3.5;218;0
201601110100;4.0;92.1;3.1;204;0
201601110200;3.7;91.9;2.5;202;0
201601110300;3.8;92.5;2.6;195;0
201601110400;3.9;91.4;2.9;180;0
201601110500;3.5;93.2;3.5;160;0
201601110600;2.5;93.2;2.5;151;0
201601110700;1.9;94.5;1.9;156;0
201601110800;0.9;95.6;3.6;170;9
201601110900;0.7;96.1;3.4;169;20
201601111000;0.9;96.1;3.6;218;28
201601111100;1.9;95.0;4.1;224;33
201601111200;2.2;93.3;4.8;227;32
201601111300;3.1;91.9;4.3;230;27
201601111400;3.8;90.8;5.6;215;19
201601111500;4.4;87.8;6.0;206;7
201601111600;4.5;84.6;7.7;226;0
201601111700;4.4;82.0;5.9;227;0
201601111800;4.1;86.1;5.3;227;0
201601111900;3.9;87.3;6.5;226;0
201601112000;3.7;88.2;7.5;227;0
201601112100;3.1;89.6;7.6;235;0
201601112200;2.9;89.6;7.3;230;0
201601112300;3.1;87.0;6.4;222;0
201601120000;2.8;88.7;5.8;226;0
201601120100;3.1;88.6;5.7;221;0
201601120200;2.9;90.3;7.2;229;0
201601120300;3.1;87.9;7.3;229;0
201601120400;3.0;87.1;7.4;235;0
201601120500;3.0;88.1;8.0;235;0
201601120600;2.9;88.1;5.8;246;0
201601120700;2.4;90.3;5.7;250;0
201601120800;2.4;89.7;5.7;239;10
201601120900;2.9;87.3;6.3;240;35
201601121000;3.1;87.0;7.4;240;236
201601121100;4.0;85.7;7.2;245;256
201601121200;4.6;82.4;6.9;241;93
201601121300;4.3;86.3;6.8;243;136
201601121400;4.3;85.1;6.9;237;21
201601121500;3.3;90.7;6.4;241;8
201601121600;2.8;90.6;6.3;235;0
201601121700;2.7;90.0;5.9;235;0
201601121800;3.1;88.0;6.2;241;0
201601121900;2.5;89.1;5.7;243;0
201601122000;2.2;86.6;5.6;247;0
201601122100;1.9;83.8;5.6;243;0
201601122200;1.8;86.3;6.7;246;0
201601122300;1.8;85.7;6.8;241;0
201601130000;1.7;85.0;7.2;240;0
201601130100;1.9;83.8;6.7;230;0
201601130200;1.6;87.6;7.1;237;0
201601130300;1.1;93.9;7.5;239;0
201601130400;1.5;91.7;8.2;237;0
201601130500;1.4;92.6;9.2;236;0
201601130600;1.4;93.1;8.6;240;0
201601130700;1.6;92.0;9.0;246;0
201601130800;1.7;91.6;9.6;247;10
201601130900;1.5;93.5;9.3;250;21
201601131000;2.1;89.9;9.2;250;47
201601131100;2.3;88.4;8.5;244;116
201601131200;2.4;89.1;8.4;253;82
201601131300;2.5;87.8;7.0;249;28
201601131400;2.1;90.3;6.4;249;19
201601131500;1.7;94.5;6.4;244;8
201601131600;1.6;93.7;6.3;242;0
201601131700;1.4;93.7;5.5;241;0
201601131800;1.3;92.7;5.3;246;0
201601131900;1.2;89.6;5.4;241;0
201601132000;0.7;88.7;4.4;231;0
201601132100;0.7;90.2;4.1;232;0
201601132200;0.6;90.7;3.4;230;0
201601132300;0.2;91.8;3.0;222;0
201601140000;-0.2;92.7;2.2;231;0
201601140100;0.1;90.9;2.0;232;0
201601140200;-0.4;92.6;2.1;219;0
201601140300;-0.9;93.3;2.2;227;0
201601140400;-1.4;93.4;1.9;203;0
201601140500;-1.3;92.6;2.1;169;0
201601140600;-1.9;93.4;1.9;178;0
201601140700;-2.0;92.8;2.2;173;0
201601140800;-2.2;92.6;2.3;186;88
201601140900;-1.2;89.4;2.2;168;194
201601141000;0.1;82.4;2.4;172;268
201601141100;1.4;75.3;3.8;172;306
201601141200;2.2;71.4;2.7;160;302
201601141300;2.5;68.1;3.6;169;252
201601141400;2.6;65.1;3.9;194;19
201601141500;1.6;71.4;3.1;223;8
201601141600;0.9;77.1;4.4;221;0
201601141700;0.8;81.1;5.1;232;0
201601141800;0.4;92.2;4.7;242;0
201601141900;0.4;93.7;5.5;247;0
201601142000;0.7;88.3;4.8;245;0
201601142100;0.6;88.3;4.8;241;0
201601142200;0.4;88.2;6.6;249;0
201601142300;0.3;91.0;6.5;246;0
201601150000;0.3;90.9;5.4;231;0
201601150100;0.2;91.2;5.7;242;0
201601150200;-0.4;96.9;6.0;244;0
201601150300;-0.3;91.2;6.8;248;0
201601150400;-1.1;81.3;7.5;243;0
201601150500;-1.1;81.8;8.0;239;0
201601150600;-1.6;90.3;7.7;238;0
201601150700;-1.7;95.0;7.7;235;0
201601150800;-1.5;96.4;7.8;240;10
201601150900;-1.3;93.8;8.3;243;21
201601151000;-1.0;86.7;8.9;243;29
201601151100;-1.2;87.6;8.5;246;33
201601151200;-1.6;91.9;7.8;244;33
201601151300;-1.2;90.2;9.5;247;28
201601151400;-0.9;88.2;9.0;248;19
201601151500;-1.1;91.6;9.0;248;8
201601151600;-0.9;88.9;7.6;249;0
201601151700;-1.3;94.7;6.4;240;0
201601151800;-1.0;92.6;5.9;244;0
201601151900;-0.9;91.5;6.2;249;0
201601152000;-1.0;92.1;5.0;255;0
201601152100;-1.0;93.8;4.1;256;0
201601152200;-0.9;94.1;4.2;274;0
201601152300;-1.0;94.8;4.1;282;0
201601160000;-0.9;94.5;3.2;287;0
201601160100;-0.9;95.2;3.0;293;0
201601160200;-0.9;93.4;3.6;299;0
201601160300;-1.0;93.2;3.2;314;0
201601160400;-1.0;93.0;2.8;288;0
201601160500;-1.3;93.1;3.1;304;0
201601160600;-1.3;93.1;3.3;315;0
201601160700;-1.7;93.8;2.0;291;0
201601160800;-1.9;94.3;2.4;283;13
201601160900;-1.4;93.8;2.1;283;27
201601161000;-1.3;89.6;2.3;267;31
201601161100;-0.5;84.5;3.1;263;34
201601161200;-0.2;81.8;4.2;260;33
201601161300;-0.3;83.1;4.4;251;28
201601161400;-0.8;93.0;5.8;251;20
201601161500;-0.6;91.3;6.1;250;13
201601161600;-0.6;89.6;6.7;258;0
201601161700;-1.0;84.1;6.9;262;0
201601161800;-0.9;83.7;6.4;256;0
201601161900;-0.9;84.5;7.1;268;0
201601162000;-1.2;78.7;6.5;275;0
201601162100;-1.6;79.2;5.7;271;0
201601162200;-1.7;81.7;5.3;269;0
201601162300;-1.8;82.8;4.9;274;0
201601170000;-2.3;86.4;4.1;266;0
201601170100;-2.2;85.2;3.9;262;0
201601170200;-2.2;88.7;5.6;266;0
201601170300;-2.3;92.2;5.1;265;0
201601170400;-2.6;95.3;4.2;257;0
201601170500;-2.7;97.5;4.1;256;0
201601170600;-2.4;94.5;3.8;261;0
201601170700;-2.3;92.4;4.2;265;0
201601170800;-2.4;87.5;4.9;274;21
201601170900;-2.7;92.2;6.3;298;31
201601171000;-2.7;85.2;6.2;297;30
201601171100;-2.8;88.6;5.9;310;37
201601171200;-2.6;80.6;4.7;310;35
201601171300;-2.8;80.3;4.9;307;38
201601171400;-2.9;89.2;3.4;323;33
201601171500;-3.6;90.0;3.2;306;36
201601171600;-4.3;93.6;2.9;313;0
201601171700;-4.6;94.9;2.7;296;0
201601171800;-4.2;92.6;2.0;308;0
201601171900;-4.9;91.1;1.2;334;0
201601172000;-5.3;94.9;1.1;0;0
201601172100;-5.4;95.2;1.0;75;0
201601172200;-6.6;97.7;0.5;108;0
201601172300;-7.1;95.6;1.1;49;0
201601180000;-6.7;94.6;0.6;345;0
201601180100;-6.8;95.4;0.9;106;0
201601180200;-6.5;92.0;1.1;137;0
201601180300;-6.1;92.1;1.3;115;0
201601180400;-7.1;92.9;1.8;124;0
201601180500;-7.6;94.3;1.4;104;0
201601180600;-10.1;98.7;1.0;100;0
201601180700;-11.2;100.0;1.8;99;0
201601180800;-11.5;100.0;2.4;122;37
201601180900;-9.4;93.6;3.1;102;203
201601181000;-8.0;90.8;2.6;102;265
201601181100;-6.8;88.0;2.1;93;230
201601181200;-5.7;77.0;3.1;95;148
201601181300;-5.3;77.7;3.2;95;132
201601181400;-5.2;76.4;2.9;91;154
201601181500;-5.9;80.1;3.0;94;9
201601181600;-7.9;87.8;3.5;95;0
201601181700;-8.5;90.6;2.4;117;0
201601181800;-9.9;95.5;2.2;121;0
201601181900;-9.7;95.0;2.2;113;0
201601182000;-10.6;98.8;2.8;125;0
201601182100;-11.1;99.8;2.6;133;0
201601182200;-12.0;100.0;2.4;89;0
201601182300;-12.2;100.0;2.0;97;0
201601190000;-12.7;100.0;2.2;196;0
201601190100;-12.1;100.0;2.1;221;0
201601190200;-12.1;100.0;1.9;250;0
201601190300;-11.6;100.0;1.5;267;0
201601190400;-10.8;97.7;1.8;247;0
201601190500;-9.9;94.1;1.7;102;0
201601190600;-8.9;93.5;1.1;352;0
201601190700;-7.8;94.0;1.4;66;0
201601190800;-7.3;93.9;1.7;249;30
201601190900;-6.2;94.3;1.5;265;24
201601191000;-5.6;93.4;2.0;52;31
201601191100;-4.7;92.4;1.5;228;35
201601191200;-3.7;86.8;1.2;248;34
201601191300;-2.8;80.2;1.4;256;30
201601191400;-2.0;80.8;1.5;268;113
201601191500;-2.5;84.2;1.5;285;9
201601191600;-3.3;86.9;1.6;323;0
201601191700;-3.3;88.7;1.5;285;0
201601191800;-3.6;88.3;1.4;293;0
201601191900;-3.6;89.4;1.3;290;0
201601192000;-3.6;91.0;1.7;330;0
201601192100;-3.9;93.3;1.5;320;0
201601192200;-4.5;94.7;1.3;304;0
201601192300;-4.3;94.3;1.5;306;0
201601200000;-6.4;95.5;1.2;338;0
201601200100;-6.4;96.9;1.4;299;0
201601200200;-6.6;96.6;1.2;319;0
201601200300;-7.0;96.5;1.1;334;0
201601200400;-8.0;97.3;0.7;15;0
201601200500;-8.3;96.5;1.4;266;0
201601200600;-6.7;96.9;1.1;355;0
201601200700;-7.9;95.1;1.3;15;0
201601200800;-7.8;95.5;1.2;70;36
201601200900;-6.6;95.2;1.0;81;199
201601201000;-5.5;93.4;1.1;65;202
201601201100;-4.4;91.3;1.0;43;307
201601201200;-3.1;86.2;1.2;102;308
201601201300;-2.6;84.6;1.1;62;267
201601201400;-1.8;76.5;1.4;26;193
201601201500;-2.7;82.1;1.3;114;78
201601201600;-3.9;88.3;1.1;41;0
201601201700;-5.1;92.9;1.5;275;0
201601201800;-4.5;91.6;1.3;243;0
201601201900;-5.3;91.1;1.1;324;0
201601202000;-5.8;91.6;1.5;355;0
201601202100;-5.5;92.7;1.9;281;0
201601202200;-5.1;92.9;1.2;272;0
201601202300;-4.8;94.7;2.0;295;0
201601210000;-4.6;94.3;2.1;215;0
201601210100;-4.4;93.2;2.1;261;0
201601210200;-4.6;93.2;1.6;250;0
201601210300;-4.9;93.7;1.4;261;0
201601210400;-4.5;92.7;1.6;298;0
201601210500;-4.7;93.2;1.4;301;0
201601210600;-4.2;93.8;1.5;146;0
201601210700;-4.1;94.3;0.8;98;0
201601210800;-3.9;93.4;0.6;124;54
201601210900;-3.1;90.9;0.8;110;25
201601211000;-2.4;89.7;0.7;95;37
201601211100;-0.9;82.3;1.3;65;82
201601211200;-0.6;82.3;1.3;75;298
201601211300;-0.4;80.4;1.8;67;263
201601211400;-0.1;78.4;2.6;73;196
201601211500;-0.4;79.5;2.6;73;25
201601211600;-1.6;84.3;1.8;69;0
201601211700;-3.4;93.0;1.8;83;0
201601211800;-4.6;95.3;1.8;87;0
201601211900;-5.6;93.1;1.1;101;0
201601212000;-4.9;94.2;1.9;99;0
201601212100;-6.7;94.2;1.5;93;0
201601212200;-6.1;95.6;1.6;114;0
201601212300;-7.5;94.8;1.4;121;0
201601220000;-7.7;94.8;1.6;159;0
201601220100;-9.4;96.1;1.6;134;0
201601220200;-9.2;96.8;2.3;149;0
201601220300;-8.8;96.2;2.3;230;0
201601220400;-8.9;95.9;2.3;166;0
201601220500;-9.0;96.5;2.2;172;0
201601220600;-7.7;97.4;2.1;140;0
201601220700;-7.4;99.9;1.7;169;0
201601220800;-6.3;97.9;1.7;192;105
201601220900;-5.6;97.2;2.0;148;215
201601221000;-4.5;95.7;2.3;159;85
201601221100;-3.3;91.3;2.2;140;261
201601221200;-1.9;84.6;1.6;133;326
201601221300;-0.5;78.5;1.8;157;280
201601221400;0.1;78.4;1.8;148;199
201601221500;0.2;79.3;2.2;174;52
201601221600;-1.8;90.1;2.0;200;0
201601221700;-2.3;91.0;2.0;196;0
201601221800;-3.7;93.0;2.4;226;0
201601221900;-3.2;93.7;3.2;208;0
201601222000;-3.0;93.2;3.7;220;0
201601222100;-2.5;93.5;3.3;229;0
201601222200;-2.3;92.4;2.0;208;0
201601222300;-1.4;90.3;2.7;234;0
201601230000;-0.6;94.0;2.9;221;0
201601230100;0.4;95.0;3.8;223;0
201601230200;1.2;96.0;4.2;253;0
201601230300;1.8;96.0;4.2;237;0
201601230400;2.2;95.9;4.3;254;0
201601230500;3.3;94.9;5.8;258;0
201601230600;3.4;95.7;5.0;268;0
201601230700;3.6;95.8;5.5;257;0
201601230800;3.4;96.0;3.8;262;52
201601230900;3.6;93.0;4.2;260;50
201601231000;4.1;90.6;3.3;264;44
201601231100;4.2;89.1;3.6;266;40
201601231200;4.1;89.7;2.9;255;87
201601231300;4.3;88.8;3.5;248;33
201601231400;4.3;89.8;4.3;244;25
201601231500;4.5;87.7;3.8;254;33
201601231600;2.9;94.5;2.7;258;0
201601231700;2.2;97.4;3.5;268;0
201601231800;2.4;97.2;2.9;255;0
201601231900;1.9;97.9;1.6;207;0
201601232000;1.1;98.8;1.5;190;0
201601232100;0.4;99.1;1.2;202;0
201601232200;-0.5;100.0;1.5;210;0
201601232300;-1.1;100.0;1.1;217;0
201601240000;-0.9;100.0;1.6;208;0
201601240100;-1.6;100.0;1.2;180;0
201601240200;-2.7;100.0;1.1;238;0
201601240300;-2.7;100.0;1.5;179;0
201601240400;-3.4;100.0;1.5;219;0
201601240500;-2.7;100.0;2.1;237;0
201601240600;-2.5;100.0;1.4;202;0
201601240700;-2.1;100.0;1.5;234;0
201601240800;-1.7;99.2;2.3;233;13
201601240900;-0.5;98.8;2.2;210;24
201601241000;0.4;98.0;1.1;246;32
201601241100;1.7;95.9;1.5;256;36
201601241200;2.6;92.6;2.2;238;36
201601241300;3.8;86.1;2.4;235;37
201601241400;4.5;83.3;2.4;248;194
201601241500;5.0;80.3;1.8;260;21
201601241600;4.4;82.5;2.1;246;0
201601241700;3.7;83.6;2.1;246;0
201601241800;3.5;81.9;1.9;242;0
201601241900;3.9;80.2;2.0;227;0
201601242000;3.7;80.7;2.4;253;0
201601242100;3.0;87.4;2.1;252;0
201601242200;3.3;86.3;2.0;241;0
201601242300;2.5;86.8;1.8;253;0
201601250000;2.4;92.2;1.5;275;0
201601250100;2.5;91.0;1.5;231;0
201601250200;2.3;94.3;1.8;277;0
201601250300;1.9;95.1;1.7;217;0
201601250400;1.8;96.9;1.7;225;0
201601250500;1.6;97.7;1.5;284;0
201601250600;1.2;97.0;1.6;291;0
201601250700;0.6;97.0;1.9;207;0
201601250800;1.1;98.7;1.2;200;83
201601250900;2.8;91.3;1.1;142;183
201601251000;4.7;89.5;1.1;99;301
201601251100;7.7;73.3;1.5;74;340
201601251200;8.8;69.4;1.2;86;337
201601251300;9.4;64.5;1.7;191;291
201601251400;9.7;63.3;1.5;239;209
201601251500;9.2;70.0;1.5;198;87
201601251600;7.6;74.4;1.7;185;0
201601251700;6.1;76.6;1.8;219;0
201601251800;4.9;81.7;2.0;223;0
201601251900;4.1;79.6;2.4;225;0
201601252000;2.8;84.5;2.3;221;0
201601252100;2.9;85.0;2.3;228;0
201601252200;2.6;80.2;2.4;248;0
201601252300;3.0;76.9;2.4;253;0
201601260000;2.9;78.0;2.8;246;0
201601260100;3.2;73.5;2.0;252;0
201601260200;1.4;86.8;2.8;251;0
201601260300;1.5;86.7;2.4;270;0
201601260400;2.6;85.5;2.9;238;0
201601260500;4.2;74.8;2.4;221;0
201601260600;4.3;78.8;2.7;229;0
201601260700;3.8;83.4;2.0;213;0
201601260800;2.7;89.8;2.1;248;17
201601260900;5.1;81.7;2.4;224;215
201601261000;6.9;79.7;2.8;226;305
201601261100;10.1;67.4;3.5;217;344
201601261200;12.2;62.4;3.7;239;340
201601261300;13.5;58.0;4.2;241;294
201601261400;14.0;56.4;4.8;237;212
201601261500;13.2;58.5;4.4;225;95
201601261600;11.6;63.6;3.5;230;0
201601261700;9.7;70.2;4.0;247;0
201601261800;9.8;70.7;2.9;237;0
201601261900;9.2;72.4;3.1;236;0
201601262000;9.1;73.0;3.3;240;0
201601262100;8.1;77.0;3.4;228;0
201601262200;7.6;78.2;3.7;236;0
201601262300;7.0;80.4;3.8;244;0
201601270000;7.3;80.9;3.7;246;0
201601270100;6.6;82.8;4.3;235;0
201601270200;7.0;83.8;3.6;221;0
201601270300;7.9;81.9;4.1;235;0
201601270400;8.1;83.0;3.7;234;0
201601270500;7.9;84.5;4.5;247;0
201601270600;8.0;83.8;5.0;234;0
201601270700;8.3;83.8;4.8;215;1
201601270800;8.1;84.1;4.8;230;14
201601270900;8.5;82.4;4.4;226;25
201601271000;9.3;79.4;4.8;228;33
201601271100;10.6;72.6;4.9;229;38
201601271200;11.2;63.5;5.4;230;37
201601271300;10.9;67.5;4.9;225;32
201601271400;10.9;66.7;4.9;218;23
201601271500;10.6;67.0;4.6;238;12
201601271600;10.7;66.4;4.5;238;0
201601271700;10.8;65.7;4.0;238;0
201601271800;10.6;66.4;4.2;236;0
201601271900;11.2;62.4;4.3;244;0
201601272000;11.2;62.0;4.9;244;0
201601272100;11.7;59.2;4.2;245;0
201601272200;11.2;61.7;4.1;240;0
201601272300;9.8;67.7;3.9;235;0
201601280000;10.3;67.4;2.9;222;0
201601280100;10.4;66.2;3.8;234;0
