time UTC [yyyymmddHHMM]; temperature [deg]; relative humidity [%]; wind speed [m/s]; wind direction [deg]; global radiation [W/m^2]
201610170900;12.1;85.4;1.6;248;39
201610171000;14.7;79.4;1.9;240;49
201610171100;16.8;69.2;1.9;228;53
201610171200;17.1;66.1;1.6;252;53
201610171300;16.6;69.2;2.7;281;47
201610171400;15.2;79.1;2.8;283;37
201610171500;13.8;89.3;3.1;276;24
201610171600;12.7;95.9;1.7;270;9
201610171700;12.3;98.0;1.9;262;0
201610171800;11.8;98.6;1.7;219;0
201610171900;11.3;99.0;1.1;191;0
201610172000;11.1;98.3;1.5;159;0
201610172100;10.8;98.9;1.3;224;0
201610172200;10.8;99.1;1.4;258;0
201610172300;10.8;99.3;1.3;236;0
201610180000;10.7;99.2;1.2;265;0
201610180100;10.5;99.6;1.4;251;0
201610180200;10.2;99.4;1.0;259;0
201610180300;9.7;99.5;1.6;253;0
201610180400;9.6;99.3;1.7;253;0
201610180500;9.5;99.6;1.8;254;0
201610180600;9.6;99.6;2.0;262;0
201610180700;9.9;99.2;1.9;261;12
201610180800;10.9;96.5;2.2;262;27
201610180900;11.9;91.0;1.9;262;42
201610181000;12.8;86.0;2.6;256;48
201610181100;13.1;83.3;2.9;268;53
201610181200;12.0;87.9;2.2;258;52
201610181300;12.6;82.6;2.9;253;48
201610181400;13.2;82.2;2.7;256;38
201610181500;12.1;78.8;2.6;240;24
201610181600;11.4;84.5;2.3;242;9
201610181700;10.2;92.5;1.0;220;0
201610181800;9.8;93.0;1.6;236;0
201610181900;9.5;93.2;1.4;231;0
201610182000;9.7;93.4;2.6;246;0
201610182100;9.5;92.8;2.1;238;0
201610182200;9.3;91.5;2.5;235;0
201610182300;9.6;87.6;2.8;234;0
201610190000;9.3;89.0;2.7;226;0
201610190100;9.0;90.0;2.8;229;0
201610190200;8.7;92.9;3.6;245;0
201610190300;8.4;94.6;3.7;252;0
201610190400;7.8;92.1;3.5;255;0
201610190500;7.2;93.3;4.8;265;0
201610190600;6.9;90.3;4.2;262;0
201610190700;6.9;90.1;4.2;253;69
201610190800;7.9;82.8;5.0;258;229
201610190900;8.5;78.5;5.3;259;139
201610191000;8.5;76.1;5.9;251;137
201610191100;8.5;76.0;5.4;251;80
201610191200;9.0;73.1;5.5;249;54
201610191300;9.3;72.1;3.8;250;46
201610191400;9.6;69.3;4.5;251;36
201610191500;9.2;71.5;4.5;252;23
201610191600;8.6;75.1;4.2;240;8
201610191700;7.5;85.6;4.4;247;0
201610191800;7.0;85.8;4.5;239;0
201610191900;7.1;83.8;4.1;240;0
201610192000;7.1;84.0;4.0;234;0
201610192100;7.2;84.3;4.2;235;0
201610192200;6.9;84.4;4.5;241;0
201610192300;7.0;85.2;4.0;245;0
201610200000;6.7;89.7;3.5;237;0
201610200100;6.4;91.7;3.0;237;0
201610200200;6.3;93.0;2.7;243;0
201610200300;6.2;93.7;3.3;238;0
201610200400;6.2;93.4;2.8;230;0
201610200500;6.0;93.3;3.4;241;0
201610200600;6.0;93.1;3.5;234;0
201610200700;6.2;92.5;3.1;229;12
201610200800;7.1;88.7;3.4;226;45
201610200900;7.9;86.1;4.8;232;42
201610201000;7.8;86.0;4.7;234;47
201610201100;8.4;84.4;5.4;238;52
201610201200;8.2;82.2;5.7;241;51
201610201300;8.1;82.7;5.8;246;45
201610201400;8.4;81.5;5.8;243;36
201610201500;8.0;83.9;4.3;237;23
201610201600;7.6;87.0;4.7;234;8
201610201700;7.4;87.0;4.2;232;0
201610201800;7.3;87.9;3.8;223;0
201610201900;7.1;88.2;3.6;223;0
201610202000;6.9;88.8;3.3;229;0
201610202100;7.0;87.7;4.0;237;0
201610202200;6.9;88.0;4.8;228;0
201610202300;7.0;89.3;4.2;241;0
201610210000;6.5;88.6;3.6;257;0
201610210100;5.5;94.3;4.3;280;0
201610210200;5.2;95.6;2.8;290;0
201610210300;4.9;94.8;2.7;276;0
201610210400;4.4;95.9;2.3;273;0
201610210500;4.2;95.6;2.1;283;0
201610210600;4.3;96.1;1.8;293;0
201610210700;4.5;94.5;2.0;301;10
201610210800;5.0;92.9;1.9;296;25
201610210900;5.9;88.7;2.3;300;37
201610211000;6.5;83.3;1.9;275;46
201610211100;6.6;80.8;2.8;274;57
201610211200;7.1;81.3;2.8;266;57
201610211300;7.4;76.2;3.4;290;47
201610211400;7.5;74.3;3.2;274;36
201610211500;7.0;75.9;3.4;261;22
201610211600;6.3;82.5;2.8;267;7
201610211700;6.0;82.8;2.6;267;0
201610211800;5.5;87.9;1.8;243;0
201610211900;5.3;89.2;1.8;239;0
201610212000;5.3;87.7;1.7;225;0
201610212100;4.8;91.0;2.3;221;0
201610212200;4.3;91.0;1.6;240;0
201610212300;3.9;93.6;1.7;252;0
201610220000;3.1;95.1;2.1;261;0
201610220100;4.0;95.3;2.2;259;0
201610220200;4.5;93.3;2.3;238;0
201610220300;4.7;92.2;2.9;250;0
201610220400;4.6;93.4;3.0;256;0
201610220500;3.8;92.2;2.4;254;0
201610220600;4.3;91.7;3.0;259;0
201610220700;4.5;89.8;2.7;242;57
201610220800;5.7;85.1;3.0;229;216
201610220900;7.6;75.6;3.9;227;330
201610221000;8.8;73.9;3.5;243;309
201610221100;9.1;68.8;3.2;234;359
201610221200;8.7;70.2;3.0;246;61
201610221300;9.1;67.4;2.7;251;47
201610221400;9.1;68.0;2.6;280;38
201610221500;8.8;68.5;2.6;288;75
201610221600;8.1;73.8;1.9;288;12
201610221700;6.6;84.2;1.5;310;0
201610221800;6.0;88.9;1.3;278;0
201610221900;4.8;92.4;0.8;251;0
201610222000;4.0;94.0;0.9;96;0
201610222100;3.3;95.0;0.7;110;0
201610222200;2.3;96.1;1.0;139;0
201610222300;1.2;97.1;1.1;139;0
201610230000;0.9;97.7;1.2;158;0
201610230100;0.4;97.9;1.2;159;0
201610230200;-0.2;98.6;1.3;144;0
201610230300;-0.3;98.8;1.8;154;0
201610230400;-0.2;98.8;1.8;130;0
201610230500;-0.0;98.9;1.9;140;0
201610230600;0.6;98.8;1.7;118;0
201610230700;1.5;98.1;1.4;138;9
201610230800;3.2;97.7;1.6;127;24
201610230900;5.3;90.5;1.6;119;50
201610231000;7.6;79.0;1.8;87;399
201610231100;8.8;74.5;2.0;108;56
201610231200;9.0;77.4;1.9;158;49
201610231300;9.1;75.6;1.8;161;44
201610231400;9.0;78.5;1.9;169;34
201610231500;9.1;79.7;1.4;205;21
201610231600;8.9;82.4;1.5;211;7
201610231700;8.4;87.9;1.3;198;0
201610231800;8.4;92.7;2.0;194;0
201610231900;8.7;94.2;1.9;187;0
201610232000;8.8;95.9;1.5;184;0
201610232100;8.9;96.6;1.7;203;0
201610232200;9.2;95.8;2.3;180;0
201610232300;9.4;95.4;1.4;203;0
201610240000;9.5;94.5;1.8;189;0
201610240100;9.7;93.6;1.2;217;0
201610240200;9.6;94.3;1.0;240;0
201610240300;9.4;96.1;1.8;217;0
201610240400;9.7;96.3;1.2;217;0
201610240500;9.7;97.7;1.4;173;0
201610240600;10.0;97.2;1.5;168;0
201610240700;9.7;97.1;1.7;203;9
201610240800;10.6;96.5;1.5;174;23
201610240900;12.6;88.9;1.9;165;35
201610241000;12.6;89.2;2.7;195;44
201610241100;13.9;85.2;1.8;179;49
201610241200;14.1;86.1;2.1;188;49
201610241300;14.4;87.8;1.8;188;43
201610241400;14.9;87.7;2.0;233;33
201610241500;15.0;84.2;1.7;229;21
201610241600;14.2;88.6;2.0;229;6
201610241700;13.6;91.1;2.5;218;0
201610241800;13.0;91.8;2.1;231;0
201610241900;13.0;91.6;1.7;225;0
201610242000;12.7;94.8;2.4;237;0
201610242100;12.9;97.6;1.8;250;0
201610242200;12.8;98.9;1.9;236;0
201610242300;12.7;99.1;1.9;242;0
201610250000;12.7;98.8;1.5;216;0
201610250100;13.0;98.9;2.9;222;0
201610250200;13.1;97.5;3.3;196;0
201610250300;12.7;96.5;3.2;207;0
201610250400;12.6;96.6;3.0;246;0
201610250500;12.5;96.9;3.0;249;0
201610250600;12.4;95.3;3.9;266;0
201610250700;12.2;94.5;3.6;267;8
201610250800;12.1;93.3;3.2;291;23
201610250900;12.1;92.6;2.9;286;35
201610251000;12.4;87.6;2.7;311;44
201610251100;12.7;87.8;1.8;307;48
201610251200;12.7;88.3;1.9;314;48
201610251300;12.6;89.2;2.0;323;43
201610251400;12.5;91.2;2.1;358;33
201610251500;12.3;91.1;2.1;343;20
201610251600;11.9;94.9;1.6;340;6
201610251700;11.5;95.4;1.5;348;0
201610251800;10.9;95.3;2.0;337;0
201610251900;10.5;94.2;2.0;342;0
201610252000;10.4;93.8;1.5;360;0
201610252100;10.0;94.2;1.5;35;0
201610252200;9.9;94.0;1.6;37;0
201610252300;9.8;94.4;0.7;26;0
201610260000;9.9;93.6;1.2;16;0
201610260100;9.6;95.5;0.9;39;0
201610260200;9.5;96.7;1.1;2;0
201610260300;9.4;95.6;0.8;31;0
201610260400;8.9;97.5;1.1;11;0
201610260500;8.7;98.8;1.0;56;0
201610260600;9.0;99.3;1.3;40;0
201610260700;9.3;98.8;1.0;47;9
201610260800;9.5;98.3;1.0;69;36
201610260900;10.3;93.5;1.5;51;34
201610261000;11.1;85.4;1.3;49;50
201610261100;11.4;78.7;1.5;34;49
201610261200;11.7;75.5;1.6;356;47
201610261300;11.8;76.3;2.4;5;42
201610261400;11.7;77.6;2.3;350;33
201610261500;11.4;82.0;2.3;352;45
201610261600;10.8;86.0;2.2;335;5
201610261700;10.2;87.6;1.0;315;0
201610261800;9.6;89.5;0.6;284;0
201610261900;9.0;91.0;0.7;297;0
201610262000;7.5;95.7;1.0;270;0
201610262100;8.0;96.7;0.7;285;0
201610262200;6.8;98.0;0.9;267;0
201610262300;6.1;99.6;1.3;269;0
201610270000;6.1;98.3;1.4;317;0
201610270100;5.2;99.0;1.2;308;0
201610270200;4.5;100.0;1.2;282;0
201610270300;4.5;100.0;1.3;241;0
201610270400;3.7;100.0;0.8;308;0
201610270500;3.5;100.0;0.9;296;0
201610270600;3.7;100.0;0.8;285;0
201610270700;4.0;100.0;0.5;297;52
201610270800;5.7;99.0;1.2;256;200
201610270900;8.4;92.5;1.2;269;313
201610271000;9.0;88.7;1.7;57;396
201610271100;10.4;77.0;1.2;79;438
201610271200;10.9;71.9;1.3;64;433
201610271300;12.1;66.1;1.2;19;383
201610271400;12.5;66.1;1.7;79;294
201610271500;12.1;71.2;1.6;53;176
201610271600;9.9;82.2;1.5;13;15
201610271700;8.1;90.1;1.2;40;0
201610271800;6.4;95.5;0.8;85;0
201610271900;5.5;97.7;1.0;343;0
201610272000;4.8;98.6;0.6;137;0
201610272100;4.6;99.0;0.5;71;0
201610272200;4.4;100.0;0.9;153;0
201610272300;3.9;100.0;1.0;167;0
201610280000;3.9;100.0;1.3;261;0
201610280100;3.6;100.0;1.3;216;0
201610280200;3.6;100.0;1.6;217;0
201610280300;3.0;100.0;1.5;217;0
201610280400;2.8;100.0;1.5;229;0
201610280500;1.6;100.0;1.5;287;0
201610280600;2.0;100.0;1.3;288;0
201610280700;2.0;100.0;1.4;277;58
201610280800;4.3;100.0;1.3;188;24
201610280900;6.6;94.9;1.6;207;299
201610281000;10.4;82.9;1.5;260;375
201610281100;12.1;71.7;2.6;338;49
201610281200;12.7;69.2;2.4;335;236
201610281300;12.9;69.8;2.4;351;147
201610281400;12.9;66.9;2.5;348;68
201610281500;12.7;68.9;2.6;4;126
201610281600;10.1;83.6;1.2;322;30
201610281700;8.0;91.3;1.4;297;0
201610281800;6.9;94.1;1.6;288;0
201610281900;6.5;97.1;0.7;257;0
201610282000;5.9;97.8;1.7;249;0
201610282100;6.0;98.8;1.8;261;0
201610282200;4.9;98.8;1.2;252;0
201610282300;4.4;99.2;1.0;298;0
201610290000;4.1;100.0;0.8;239;0
201610290100;4.0;100.0;1.1;1;0
201610290200;5.0;100.0;1.3;131;0
201610290300;5.7;100.0;1.2;229;0
201610290400;6.0;99.7;1.1;138;0
201610290500;6.0;100.0;0.9;111;0
201610290600;6.5;100.0;1.1;165;0
201610290700;7.2;100.0;0.9;121;7
201610290800;8.0;100.0;1.2;353;22
201610290900;9.1;100.0;1.1;81;33
201610291000;9.5;100.0;1.3;72;48
201610291100;10.7;86.1;1.8;51;397
201610291200;11.4;77.8;2.5;50;420
201610291300;12.3;72.5;2.3;35;371
201610291400;12.5;69.4;1.8;2;275
201610291500;11.9;73.3;2.3;358;164
201610291600;11.2;76.7;1.5;33;8
201610291700;9.4;86.0;1.3;31;0
201610291800;6.9;95.9;0.8;313;0
201610291900;5.9;97.4;0.7;37;0
201610292000;4.9;98.5;0.9;270;0
201610292100;4.8;100.0;0.8;15;0
201610292200;5.0;100.0;0.7;63;0
201610292300;4.4;97.9;0.8;88;0
201610300000;4.1;100.0;1.1;82;0
201610300100;3.4;100.0;1.1;81;0
201610300200;3.7;97.8;1.3;85;0
201610300300;3.9;100.0;1.0;110;0
201610300400;3.7;100.0;1.5;95;0
201610300500;3.3;100.0;1.5;90;0
201610300600;2.9;100.0;2.1;83;0
201610300700;2.7;100.0;1.6;75;9
201610300800;4.8;100.0;1.8;99;187
201610300900;6.0;99.6;2.1;97;219
201610301000;7.8;95.4;1.8;71;357
201610301100;8.6;91.5;1.4;85;399
201610301200;10.1;81.4;2.3;75;407
201610301300;11.2;77.7;2.1;65;368
201610301400;11.7;68.7;2.7;57;280
201610301500;11.1;74.0;2.3;56;164
201610301600;9.9;78.5;2.4;32;32
201610301700;7.5;91.0;2.0;29;0
201610301800;7.0;92.1;1.5;52;0
201610301900;6.2;94.4;1.3;69;0
201610302000;5.3;96.5;2.3;52;0
201610302100;4.9;98.9;1.5;70;0
201610302200;4.0;99.6;1.6;66;0
201610302300;3.5;100.0;2.0;77;0
201610310000;3.1;100.0;1.4;82;0
201610310100;3.2;100.0;1.5;79;0
201610310200;1.8;100.0;1.8;69;0
201610310300;1.7;100.0;1.5;83;0
201610310400;1.2;100.0;1.5;93;0
201610310500;0.8;100.0;2.0;101;0
201610310600;1.3;100.0;1.7;79;0
201610310700;0.9;100.0;1.7;98;45
201610310800;3.7;100.0;1.5;81;183
201610310900;6.5;91.0;2.7;73;294
201610311000;8.0;85.2;2.8;75;375
201610311100;9.7;79.8;2.9;70;268
201610311200;10.5;73.1;2.7;70;412
201610311300;11.7;68.3;3.3;73;363
201610311400;12.2;64.9;2.9;66;275
201610311500;12.0;63.9;3.0;67;159
201610311600;9.7;75.3;1.8;63;30
201610311700;6.8;85.4;0.9;55;0
201610311800;5.8;91.9;1.2;67;0
201610311900;5.0;92.7;1.7;97;0
201610312000;4.4;94.8;1.5;112;0
201610312100;4.7;94.9;0.9;132;0
201610312200;3.6;96.1;0.9;160;0
201610312300;3.2;96.7;1.4;179;0
201611010000;3.2;97.2;1.5;169;0
201611010100;2.5;97.2;1.6;209;0
201611010200;3.2;98.7;1.6;197;0
201611010300;3.1;99.1;1.7;207;0
201611010400;2.9;95.2;2.3;165;0
201611010500;2.8;96.1;1.3;200;0
201611010600;2.9;98.2;1.8;220;0
201611010700;2.6;95.5;2.2;220;35
201611010800;4.8;95.9;2.2;221;52
201611010900;6.6;89.4;1.8;232;209
201611011000;8.7;80.4;2.1;242;368
201611011100;10.8;73.1;2.2;210;385
201611011200;13.0;64.9;2.1;211;101
201611011300;14.7;61.7;2.0;226;39
201611011400;14.7;64.9;1.8;230;29
201611011500;14.5;66.4;1.9;249;17
201611011600;11.6;81.0;1.8;265;3
201611011700;9.2;89.3;1.3;258;0
201611011800;7.7;93.4;1.7;248;0
201611011900;7.0;94.8;1.6;239;0
201611012000;6.6;94.3;2.2;252;0
201611012100;5.9;96.0;3.7;262;0
201611012200;7.3;97.2;3.8;269;0
201611012300;8.4;90.8;4.3;259;0
201611020000;8.8;88.8;4.1;263;0
201611020100;8.7;86.8;4.1;265;0
201611020200;7.9;89.3;3.6;259;0
201611020300;8.2;88.3;3.0;258;0
201611020400;8.6;85.9;4.0;259;0
201611020500;9.0;84.6;3.4;271;0
201611020600;8.4;92.0;3.4;287;0
201611020700;7.7;94.2;4.4;292;5
201611020800;6.9;94.8;3.8;284;19
201611020900;6.7;93.8;3.8;269;31
201611021000;6.1;91.1;4.3;285;39
201611021100;6.4;87.7;4.2;279;44
201611021200;6.8;83.7;4.3;268;44
201611021300;6.5;85.9;3.9;264;41
201611021400;6.5;84.6;3.7;265;33
201611021500;6.4;85.9;3.8;263;137
201611021600;5.5;88.0;3.7;257;12
201611021700;5.0;89.7;2.6;261;0
201611021800;4.6;90.0;2.3;276;0
201611021900;3.7;90.1;2.4;256;0
201611022000;2.9;94.2;2.6;270;0
201611022100;1.9;98.7;2.2;276;0
201611022200;2.4;96.5;2.0;255;0
201611022300;2.9;94.1;1.6;262;0
201611030000;2.3;94.5;2.2;265;0
201611030100;0.6;95.7;2.3;250;0
201611030200;0.3;98.1;1.6;249;0
201611030300;0.5;99.5;1.9;258;0
201611030400;1.4;97.6;1.5;256;0
201611030500;1.3;97.7;1.5;277;0
201611030600;1.0;97.7;1.3;258;0
201611030700;0.8;98.5;1.6;221;22
201611030800;2.0;95.4;0.8;170;31
201611030900;3.8;90.6;1.3;179;273
201611031000;5.9;79.7;1.4;141;354
201611031100;6.7;75.8;1.6;80;253
201611031200;6.8;71.9;1.7;91;43
201611031300;7.2;63.6;1.6;60;38
201611031400;7.4;66.3;1.4;62;28
201611031500;6.9;67.9;1.7;80;16
201611031600;5.1;76.9;1.1;71;3
201611031700;3.4;86.8;1.3;56;0
201611031800;1.5;93.9;1.0;82;0
201611031900;1.1;94.8;1.1;88;0
201611032000;0.5;96.4;0.8;94;0
201611032100;0.2;97.4;1.0;114;0
201611032200;0.2;97.1;0.8;96;0
201611032300;-0.2;98.1;1.7;145;0
201611040000;-0.8;98.2;1.5;178;0
201611040100;-1.0;98.2;1.8;160;0
201611040200;-1.6;98.6;1.7;174;0
201611040300;-1.6;98.9;1.4;175;0
201611040400;-1.9;97.9;2.1;167;0
201611040500;-1.9;99.2;1.6;170;0
201611040600;-1.6;98.3;1.4;272;0
201611040700;-0.9;97.1;1.4;240;5
201611040800;0.8;95.4;1.7;214;158
201611040900;3.0;87.8;2.0;230;205
201611041000;5.8;77.2;2.0;207;202
201611041100;7.7;69.4;2.4;190;43
201611041200;8.3;67.0;2.4;194;42
201611041300;9.4;63.0;2.2;202;37
201611041400;8.9;68.5;2.2;157;28
201611041500;8.7;71.1;2.1;166;16
201611041600;6.9;81.3;1.5;177;2
201611041700;6.1;84.0;1.3;199;0
201611041800;5.3;85.6;1.4;209;0
201611041900;5.2;89.3;1.5;202;0
201611042000;5.5;88.2;1.8;181;0
201611042100;4.5;90.6;1.5;179;0
201611042200;5.4;89.9;1.8;217;0
201611042300;5.3;91.3;1.5;214;0
201611050000;6.0;89.9;1.8;221;0
201611050100;6.7;91.5;1.5;201;0
201611050200;7.0;92.9;1.2;204;0
201611050300;7.3;93.2;1.7;196;0
201611050400;7.2;96.4;2.4;202;0
201611050500;7.4;95.6;2.3;198;0
201611050600;8.3;92.3;1.9;206;0
201611050700;8.4;92.3;2.4;189;4
201611050800;9.2;89.9;1.7;196;18
201611050900;10.7;85.6;2.7;194;29
201611051000;11.2;82.1;2.6;187;38
201611051100;11.5;81.8;2.7;205;42
201611051200;11.2;83.9;4.8;240;42
201611051300;10.3;87.8;4.9;262;37
201611051400;9.6;89.7;3.7;284;27
201611051500;8.3;93.2;4.3;297;15
201611051600;7.6;94.3;2.9;290;1
201611051700;7.0;95.9;2.2;279;0
201611051800;6.6;92.0;2.4;285;0
201611051900;6.4;91.1;4.0;277;0
201611052000;6.3;93.1;2.6;263;0
201611052100;6.0;95.8;1.8;269;0
201611052200;5.8;92.8;2.5;286;0
201611052300;5.6;90.7;2.6;289;0
201611060000;5.2;91.1;3.2;285;0
201611060100;4.8;92.3;2.9;287;0
201611060200;4.7;92.8;2.5;282;0
201611060300;4.2;92.7;2.4;271;0
201611060400;3.9;91.6;2.9;261;0
201611060500;3.8;90.9;2.6;253;0
201611060600;3.6;91.8;2.3;246;0
201611060700;3.4;92.2;3.0;257;4
201611060800;3.6;92.1;3.1;255;17
201611060900;3.9;90.7;3.3;257;29
201611061000;4.4;88.3;3.6;262;37
201611061100;4.9;85.8;3.1;262;42
201611061200;4.8;87.4;2.5;238;41
201611061300;4.8;82.2;3.9;277;36
201611061400;4.9;79.5;3.6;284;27
201611061500;3.8;85.2;2.0;247;15
201611061600;3.4;86.5;3.1;272;1
201611061700;2.2;91.1;2.4;260;0
201611061800;1.5;92.6;2.4;268;0
201611061900;0.6;95.7;2.3;256;0
201611062000;0.6;95.5;1.4;224;0
201611062100;0.1;97.0;1.8;245;0
201611062200;-0.3;97.7;2.8;271;0
201611062300;-0.2;97.1;2.4;265;0
201611070000;-0.7;96.8;2.3;268;0
201611070100;-1.2;96.9;2.2;265;0
201611070200;-0.3;95.9;1.6;246;0
201611070300;-0.4;95.7;1.9;232;0
201611070400;-0.1;95.6;1.5;265;0
201611070500;-0.2;95.5;2.3;261;0
201611070600;-0.1;95.2;1.5;253;0
201611070700;-0.3;96.1;1.6;248;4
201611070800;0.4;94.2;1.3;229;23
201611070900;1.8;90.6;1.9;233;98
201611071000;2.9;85.3;3.3;229;170
201611071100;3.8;78.3;3.8;243;123
201611071200;3.1;82.8;3.4;253;204
201611071300;3.3;77.0;2.6;249;266
201611071400;3.4;73.5;2.6;252;147
201611071500;3.2;77.4;3.0;223;113
201611071600;1.8;84.5;2.4;231;4
201611071700;0.5;88.7;1.2;234;0
201611071800;-0.0;92.9;1.0;229;0
201611071900;-0.7;94.0;1.2;225;0
201611072000;-1.0;94.2;1.1;196;0
201611072100;-1.1;94.0;1.1;223;0
201611072200;-1.8;93.9;1.0;232;0
201611072300;-2.5;96.2;1.3;216;0
201611080000;-3.0;96.5;1.8;227;0
201611080100;-3.0;97.1;1.7;242;0
201611080200;-3.4;96.4;2.0;200;0
201611080300;-3.1;95.7;1.7;185;0
201611080400;-3.5;96.3;1.7;220;0
201611080500;-3.6;95.6;1.6;248;0
201611080600;-3.3;96.0;1.3;193;0
201611080700;-2.9;95.1;2.2;188;3
201611080800;-1.6;94.4;1.7;213;17
201611080900;-0.4;91.6;1.9;195;28
201611081000;0.4;90.6;1.6;222;36
201611081100;1.2;89.8;2.2;236;41
201611081200;1.4;91.6;3.5;230;41
201611081300;1.9;91.0;2.0;232;35
201611081400;1.9;89.6;3.4;234;26
201611081500;1.8;90.3;2.3;229;14
201611081600;1.4;92.9;2.2;248;0
201611081700;0.7;94.5;2.7;257;0
201611081800;0.9;93.4;2.6;259;0
201611081900;0.9;94.2;2.7;271;0
201611082000;0.7;93.4;1.7;248;0
201611082100;0.7;92.4;1.9;235;0
201611082200;0.7;91.1;1.8;236;0
201611082300;0.6;90.4;2.8;207;0
201611090000;0.5;92.9;2.5;206;0
201611090100;-0.1;91.3;2.1;204;0
201611090200;-0.3;91.3;2.5;201;0
201611090300;-0.0;90.2;2.5;198;0
201611090400;0.2;88.1;2.0;177;0
201611090500;0.2;88.1;2.3;169;0
201611090600;0.1;88.6;2.4;165;0
201611090700;0.2;87.9;2.2;157;5
201611090800;0.5;87.1;1.8;172;34
201611090900;1.5;82.4;2.4;188;28
201611091000;2.7;78.5;2.8;172;40
201611091100;3.3;76.5;2.8;171;40
201611091200;3.9;71.4;3.5;166;40
201611091300;3.9;70.1;2.8;171;35
201611091400;2.7;79.5;2.7;158;26
201611091500;1.6;93.0;3.7;178;14
201611091600;1.3;93.8;3.1;173;0
201611091700;1.3;94.4;4.1;184;0
201611091800;1.4;93.1;4.0;198;0
201611091900;1.6;93.6;3.4;206;0
201611092000;1.7;94.3;4.5;221;0
201611092100;2.6;93.0;5.3;224;0
201611092200;4.0;89.9;6.4;234;0
201611092300;4.4;88.7;6.9;232;0
201611100000;4.5;83.9;7.6;251;0
201611100100;4.0;89.9;6.1;234;0
201611100200;3.9;90.9;6.2;235;0
201611100300;3.3;91.0;6.5;233;0
201611100400;3.3;89.2;6.2;255;0
201611100500;3.9;86.6;5.8;249;0
201611100600;3.8;85.4;5.9;263;0
201611100700;3.5;88.3;6.1;266;3
201611100800;3.9;89.2;4.7;248;61
201611100900;4.0;89.6;5.8;254;44
201611101000;4.7;90.6;3.8;256;69
201611101100;5.1;88.3;4.7;253;40
201611101200;6.1;83.4;3.8;234;39
201611101300;5.6;87.9;4.3;243;34
201611101400;5.8;86.4;4.4;233;26
201611101500;5.4;88.3;3.3;232;13
201611101600;4.4;91.8;3.4;252;0
201611101700;3.0;96.4;3.0;250;0
201611101800;3.5;95.9;2.4;222;0
201611101900;4.0;95.1;2.1;210;0
201611102000;4.4;94.7;2.4;219;0
201611102100;4.3;93.7;3.3;204;0
201611102200;3.9;95.0;2.9;210;0
201611102300;4.0;94.1;3.1;204;0
201611110000;4.0;95.4;3.1;202;0
201611110100;4.1;95.0;2.8;222;0
201611110200;4.0;95.6;3.2;236;0
201611110300;3.1;94.9;3.7;249;0
201611110400;2.7;95.8;3.9;258;0
201611110500;2.6;93.8;4.2;263;0
201611110600;2.7;95.0;5.5;264;0
201611110700;2.7;95.4;5.0;262;2
201611110800;3.3;95.2;4.9;267;16
201611110900;3.8;92.5;5.6;266;27
201611111000;4.1;92.7;4.7;268;35
201611111100;4.0;89.6;5.3;277;40
201611111200;4.4;89.3;5.7;278;39
201611111300;3.9;90.7;5.7;312;34
201611111400;2.9;92.7;3.8;309;25
201611111500;2.2;96.2;2.9;298;13
201611111600;2.2;96.8;2.9;316;0
201611111700;2.2;97.8;2.4;307;0
201611111800;2.5;97.1;2.4;310;0
201611111900;2.6;98.3;2.8;330;0
201611112000;2.6;97.7;2.8;351;0
201611112100;2.5;97.7;2.0;345;0
201611112200;2.2;97.6;1.7;351;0
201611112300;1.8;97.6;1.8;9;0
201611120000;1.4;97.5;1.1;11;0
201611120100;1.2;98.0;1.4;39;0
201611120200;0.9;99.4;1.2;25;0
201611120300;0.7;98.7;1.2;57;0
201611120400;0.6;98.2;1.7;61;0
201611120500;0.5;97.0;1.4;59;0
201611120600;0.5;98.3;1.5;59;0
201611120700;0.6;96.9;1.7;61;2
201611120800;0.6;96.4;1.7;67;16
201611120900;1.1;91.9;1.8;82;45
201611121000;1.4;89.8;2.0;80;36
201611121100;1.5;89.8;1.6;89;39
201611121200;1.9;89.3;1.3;79;38
201611121300;2.2;85.6;1.6;63;33
201611121400;2.5;86.9;1.7;70;120
201611121500;2.3;90.4;2.0;56;42
201611121600;1.7;94.5;2.1;62;0
201611121700;1.3;96.4;1.6;110;0
201611121800;1.0;96.9;1.5;106;0
201611121900;0.4;99.3;1.7;100;0
201611122000;0.3;99.8;1.6;115;0
201611122100;-0.2;99.8;1.6;110;0
201611122200;-0.3;99.9;1.2;188;0
201611122300;-0.3;99.7;1.4;121;0
201611130000;-0.8;99.8;1.4;132;0
201611130100;-0.9;99.9;1.5;151;0
201611130200;-0.8;100.0;1.6;140;0
201611130300;-0.7;100.0;1.7;149;0
201611130400;-0.6;100.0;1.4;153;0
201611130500;-0.5;100.0;1.8;119;0
201611130600;-0.3;100.0;1.6;109;0
201611130700;-0.1;100.0;2.0;116;1
201611130800;0.1;99.2;1.8;105;14
201611130900;1.1;95.8;2.2;101;29
201611131000;1.9;93.6;2.5;71;35
201611131100;2.8;89.8;2.5;78;39
201611131200;3.7;85.0;3.2;86;44
201611131300;3.8;81.7;3.9;90;40
201611131400;3.6;82.8;3.0;93;26
201611131500;3.1;82.9;2.8;106;12
201611131600;1.6;88.8;2.8;91;0
201611131700;1.0;89.5;3.5;89;0
201611131800;0.7;89.7;3.0;76;0
201611131900;0.3;90.4;3.0;86;0
201611132000;-0.3;93.0;2.5;86;0
